"Statistic Label","Year","Employment Size","Activity","UNIT","VALUE"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number","264"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number","77"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Retail Sale of Other Goods in Specialised Stores (G477)","Number","838"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Retail Sale via Stalls and Markets (G478)","Number","67"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Retail Trade not in Stores, Stalls or Markets (G479)","Number","260"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Computer Programming, Consultancy and Related Activities (J620)","Number","1761"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Buying and Selling of Own Real Estate (L681)","Number","37"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Renting and Operating of Own or Leased Real Estate (L682)","Number","973"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Real Estate Activities on a Fee or Contract Basis (L683)","Number","192"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Legal Activities (M691)","Number","397"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number","571"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Activities of Head Offices (M701)","Number","37"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Management Consultancy Activities (M702)","Number","1793"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number","1003"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Technical Testing and Analysis (M712)","Number","21"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number","69"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Research and Experimental Development on Social Sciences and Humanities (722)","Number","31"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Advertising (M731)","Number",""
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Market Research and Public Opinion Polling (M732)","Number",""
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Specialised Design Activities (M741)","Number","348"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Photographic Activities (M742)","Number","208"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Translation and Interpretation Activities (M743)","Number","115"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number","353"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Veterinary Activities (M750)","Number","216"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Renting and Leasing of Motor Vehicles (N771)","Number",""
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Renting and Leasing of Personal and Household Goods (N772)","Number",""
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number","205"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number","14"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Activities of Employment Placement Agencies (N781)","Number","346"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Temporary Employment Agency Activities (N782)","Number","14"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Other Human Resources Provision (N783)","Number","44"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Travel Agency and Tour Operator Activities (N791)","Number","27"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Other Reservation Service and Related Activities (N799)","Number","73"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Private Security Activities (N801)","Number","124"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Security Systems Service Activities (N802)","Number","78"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Investigation Activities (N803)","Number","8"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Combined Facilities support Activities (N811)","Number","64"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Cleaning Activities (N812)","Number","731"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Landscape Service Activities (N813)","Number","281"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Office Administrative and Support Activities (N821)","Number","125"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Activities of Call Centres (N822)","Number",""
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Organisation of Conventions and Trade Shows (N823)","Number",""
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Business Support Service Activities n.e.c. (N829)","Number","271"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","ICT Manufacturing (C261 TO C264,C268)","Number","27"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Computer Programming Activities (J6201)","Number","507"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Computer Consultancy Activities (J6202)","Number","652"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Computer Facilities Management Activities (J6203)","Number","12"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Other Information Technology and Computer Service Activities (J6209)","Number","590"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Food Products, Beverages and Tobacco (C10 to C12)","Number","415"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Textiles and Wearing Apparel (C13,C14)","Number","99"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","132"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Basic Metals and Fabricated Metal Products (C24,C25)","Number","299"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Transport Equipment (C29,C30)","Number","16"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Furniture and Other Manufacturing (C31,C32)","Number","206"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","ICT Services (G465,J582,J61,J62,J631,S951)","Number","2114"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","54410"
"Persons Engaged in Birthed Enterprises","2020","All persons engaged size classes","Service Economy excluding Sector O and Activities of Membership Organisations (G to S-O-S94)","Number","41786"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Mining and Quarrying (B)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacturing (C)","Number","1824"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Electricity, Gas, Steam and Air Conditioning Supply (D)","Number","27"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Water Supply; Sewerage, Waste Management and Remediation Activities (E)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Construction (F)","Number","9102"
"Persons Engaged in Birthed Enterprises","2020","Under 10","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number","3965"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Transportation and Storage (H)","Number","1741"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Accommodation and Food Service Activities (I)","Number","3909"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Information and Communication (J)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Financial and Insurance Activities (K)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Real Estate Activities (L)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Professional, Scientific and Technical Activities (M)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Administrative and Support Service Activities (N)","Number","1763"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Education (P)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Human Health and Social Work Activities (Q)","Number","2396"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Arts, Entertainment and Recreation (R)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Leather and Related Products (C15)","Number","6"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Wood and Wood Products, except Furniture (C16)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Coke and Refined Petroleum Products (C19)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Chemicals and Chemical Products (C20)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations (C21)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Rubber and Plastic Products (C22)","Number","25"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Other Non-Metallic Mineral Products (C23)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Computer, Electronic and Optical Products (C26)","Number","38"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Electrical Equipment (C27)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Manufacture of Machinery and Equipment n.e.c. (C28)","Number","89"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Repair and Installation of Machinery and Equipment (C33)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","WholeSale and Retail Trade and Repair of Motor Vehicles and Motorcycles (G45)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","WholeSale Trade, except of Motor Vehicles and Motorcycles (G46)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Trade, except of Motor Vehicles and Motorcycles (G47)","Number","2233"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Land Transport and Transport Via Pipelines (H49)","Number","1074"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Water Transport (H50)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Air Transport (H51)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Warehousing and Support Activities for Transportation (H52)","Number","145"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Postal and Courier Activities (H53)","Number","500"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Accommodation (I55)","Number","368"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Food and Beverage Service Activities (I56)","Number","3541"
"Persons Engaged in Birthed Enterprises","2020","Under 10","ICT Total (C261 TO C264,C268,G465,J582,J61,J62,J631,S951)","Number","1703"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Publishing Activities (J58)","Number","147"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Picture, Video and Television Programmes, Sound Recording and Music Publishing Activities (J59)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Programming and Broadcasting Activities (J60)","Number","21"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Telecommunications (J61)","Number","56"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Computer Programming, Consultancy and Related Activities (J62)","Number","1351"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Information Service Activities (J63)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Financial Service Activities, except Insurance and Pension Funding (K64)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Insurance, Reinsurance and Pension Funding, except Compulsory Social Security (K65)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Activities Auxiliary to Financial Services and Insurance Activities (K66)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Real Estate Activities (L68)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Legal and Accounting Activities (M69)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Activities of Head Offices; Management Consultancy Activities (M70)","Number","1562"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Architectural and Engineering Activities; Technical Testing and Analysis (M71)","Number","845"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Scientific Research and Development (M72)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Advertising and Market Research (M73)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Other Professional, Scientific and Technical Activities (M74)","Number","1024"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Veterinary Activities (M75)","Number","176"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Rental and Leasing Activities (N77)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Employment Activities (N78)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Travel Agency, Tour Operator and Other Reservation Service and Related Activities (N79)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Security and Investigation Activities (N80)","Number","95"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Services to Buildings and Landscape Activities (N81)","Number","837"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Office Administrative, Office Support and Other Business Support Activities (N82)","Number","364"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Education (P85)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Human Health Activities (Q86)","Number","1962"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Residential Care Activities (Q87)","Number","59"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Social Work Activities without Accommodation (Q88)","Number","375"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Creative, Arts and Entertainment Activities (R90)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Libraries, Archives, Museums and Other Cultural Activities (R90)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Gambling and Betting Activities (R92)","Number","21"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Sports Activities and Amusement and Recreation Activities (R93)","Number","419"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Repair of Computers and Personal and Household Goods (S95)","Number","217"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Other Personal Service Activities (S96)","Number","2457"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale in Non-Specialised Stores (G471)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale of Food, Beverages and Tobacco in Specialised Stores (G472)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale of Automotive Fuel in Specialised Stores (G473)","Number","52"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale of Information and Communication Equipment in Specialised Stores (G474)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number","77"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale of Other Goods in Specialised Stores (G477)","Number","678"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Sale via Stalls and Markets (G478)","Number","67"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Retail Trade not in Stores, Stalls or Markets (G479)","Number","260"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Computer Programming, Consultancy and Related Activities (J620)","Number","1351"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Buying and Selling of Own Real Estate (L681)","Number","37"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Renting and Operating of Own or Leased Real Estate (L682)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Real Estate Activities on a Fee or Contract Basis (L683)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Legal Activities (M691)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Activities of Head Offices (M701)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Management Consultancy Activities (M702)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number","824"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Technical Testing and Analysis (M712)","Number","21"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Research and Experimental Development on Social Sciences and Humanities (722)","Number","31"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Advertising (M731)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Market Research and Public Opinion Polling (M732)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Specialised Design Activities (M741)","Number","348"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Photographic Activities (M742)","Number","208"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Translation and Interpretation Activities (M743)","Number","115"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number","353"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Veterinary Activities (M750)","Number","176"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Renting and Leasing of Motor Vehicles (N771)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Renting and Leasing of Personal and Household Goods (N772)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number","14"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Activities of Employment Placement Agencies (N781)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Temporary Employment Agency Activities (N782)","Number","14"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Other Human Resources Provision (N783)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Travel Agency and Tour Operator Activities (N791)","Number","27"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Other Reservation Service and Related Activities (N799)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Private Security Activities (N801)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Security Systems Service Activities (N802)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Investigation Activities (N803)","Number","8"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Combined Facilities support Activities (N811)","Number","64"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Cleaning Activities (N812)","Number","492"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Landscape Service Activities (N813)","Number","281"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Office Administrative and Support Activities (N821)","Number","125"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Activities of Call Centres (N822)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Organisation of Conventions and Trade Shows (N823)","Number","38"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Business Support Service Activities n.e.c. (N829)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","ICT Manufacturing (C261 TO C264,C268)","Number","27"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Computer Programming Activities (J6201)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Computer Consultancy Activities (J6202)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Computer Facilities Management Activities (J6203)","Number","12"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Other Information Technology and Computer Service Activities (J6209)","Number","316"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Food Products, Beverages and Tobacco (C10 to C12)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Textiles and Wearing Apparel (C13,C14)","Number","99"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","132"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Basic Metals and Fabricated Metal Products (C24,C25)","Number",""
"Persons Engaged in Birthed Enterprises","2020","Under 10","Transport Equipment (C29,C30)","Number","16"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Furniture and Other Manufacturing (C31,C32)","Number","206"
"Persons Engaged in Birthed Enterprises","2020","Under 10","ICT Services (G465,J582,J61,J62,J631,S951)","Number","1676"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","39128"
"Persons Engaged in Birthed Enterprises","2020","Under 10","Service Economy excluding Sector O and Activities of Membership Organisations (G to S-O-S94)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Mining and Quarrying (B)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacturing (C)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Electricity, Gas, Steam and Air Conditioning Supply (D)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Water Supply; Sewerage, Waste Management and Remediation Activities (E)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Construction (F)","Number","417"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number","581"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Transportation and Storage (H)","Number","113"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Accommodation and Food Service Activities (I)","Number","1128"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Information and Communication (J)","Number","189"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Financial and Insurance Activities (K)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Real Estate Activities (L)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Professional, Scientific and Technical Activities (M)","Number","242"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Administrative and Support Service Activities (N)","Number","233"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Education (P)","Number","42"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Human Health and Social Work Activities (Q)","Number","206"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Arts, Entertainment and Recreation (R)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Leather and Related Products (C15)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Wood and Wood Products, except Furniture (C16)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Coke and Refined Petroleum Products (C19)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Chemicals and Chemical Products (C20)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations (C21)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Rubber and Plastic Products (C22)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Other Non-Metallic Mineral Products (C23)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Computer, Electronic and Optical Products (C26)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Electrical Equipment (C27)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Manufacture of Machinery and Equipment n.e.c. (C28)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Repair and Installation of Machinery and Equipment (C33)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","WholeSale and Retail Trade and Repair of Motor Vehicles and Motorcycles (G45)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","WholeSale Trade, except of Motor Vehicles and Motorcycles (G46)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Trade, except of Motor Vehicles and Motorcycles (G47)","Number","478"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Land Transport and Transport Via Pipelines (H49)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Water Transport (H50)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Air Transport (H51)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Warehousing and Support Activities for Transportation (H52)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Postal and Courier Activities (H53)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Accommodation (I55)","Number","81"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Food and Beverage Service Activities (I56)","Number","1047"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","ICT Total (C261 TO C264,C268,G465,J582,J61,J62,J631,S951)","Number","99"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Publishing Activities (J58)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Picture, Video and Television Programmes, Sound Recording and Music Publishing Activities (J59)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Programming and Broadcasting Activities (J60)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Telecommunications (J61)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Computer Programming, Consultancy and Related Activities (J62)","Number","71"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Information Service Activities (J63)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Financial Service Activities, except Insurance and Pension Funding (K64)","Number","53"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Insurance, Reinsurance and Pension Funding, except Compulsory Social Security (K65)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Activities Auxiliary to Financial Services and Insurance Activities (K66)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Real Estate Activities (L68)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Legal and Accounting Activities (M69)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Activities of Head Offices; Management Consultancy Activities (M70)","Number","100"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Architectural and Engineering Activities; Technical Testing and Analysis (M71)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Scientific Research and Development (M72)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Advertising and Market Research (M73)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Other Professional, Scientific and Technical Activities (M74)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Veterinary Activities (M75)","Number","40"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Rental and Leasing Activities (N77)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Employment Activities (N78)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Travel Agency, Tour Operator and Other Reservation Service and Related Activities (N79)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Security and Investigation Activities (N80)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Services to Buildings and Landscape Activities (N81)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Office Administrative, Office Support and Other Business Support Activities (N82)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Education (P85)","Number","42"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Human Health Activities (Q86)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Residential Care Activities (Q87)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Social Work Activities without Accommodation (Q88)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Creative, Arts and Entertainment Activities (R90)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Libraries, Archives, Museums and Other Cultural Activities (R90)","Number","0"
