active_enterprises,enterprise_births,persons_engaged_in_active_enterprises,employees_in_active_enterprises,persons_engaged_in_birthed_enterprises,employees_in_birthed_enterprises
8.0,,4712.0,4712.0,,
,,,,,
,,,,,
,,1011.0,1011.0,,
,,,,,
,,,,,
,,,,,
4.0,,,,,
,,,,,
,,,,,
,,,,,
23.0,,12770.0,12770.0,,
22.0,,53494.0,53494.0,,
5.0,,6788.0,6788.0,,
,,,,,
,,,,,
,,,,,
22.0,,21020.0,21020.0,,
12.0,,8181.0,8181.0,,
,,,,,
,,,,,
66.0,,91907.0,91907.0,,
,,4055.0,4055.0,,
5.0,,3234.0,3234.0,,
10.0,,7296.0,7296.0,,
657.0,10.0,571341.0,571100.0,4404.0,4333.0
19.0,,23650.0,23650.0,,
26.0,,10648.0,10644.0,,
,,,,,
,,,,,
6.0,,2569.0,2569.0,,
8.0,,8900.0,8900.0,,
7.0,,5930.0,5930.0,,
,,,,,
,,,,,
,,,,,
29.0,,35658.0,35658.0,,
,,,,,
,,,,,
,,,,,
,,,,,
11.0,,,,,
5.0,,,,,
,,,,,
46.0,,29016.0,29016.0,,
6.0,,2180.0,2180.0,,
118.0,,123103.0,123103.0,,
,,,,,
411.0,5.0,45051.0,45037.0,645.0,645.0
711.0,,70829.0,70804.0,,
36.0,,3530.0,3516.0,,
82.0,,8863.0,8857.0,,
11.0,,1043.0,1043.0,,
99.0,,12206.0,12206.0,,
19.0,,2080.0,2080.0,,
105.0,,10193.0,10193.0,,
329.0,5.0,36053.0,36048.0,646.0,646.0
,,1510.0,1510.0,,
25.0,,2546.0,2546.0,,
,,,,,
87.0,,8056.0,8056.0,,
101.0,,9431.0,9431.0,,
85.0,,7850.0,7848.0,,
85.0,,8541.0,8541.0,,
4589.0,60.0,453709.0,453418.0,5661.0,5661.0
25.0,,3000.0,3000.0,,
,,,,,
,,4492.0,4489.0,,
,,,,,
8.0,,,,,
71.0,,7244.0,7244.0,,
,,621.0,621.0,,
83.0,,8473.0,8473.0,,
205.0,,21303.0,21303.0,,
205.0,,21303.0,21303.0,,
256.0,,22522.0,22521.0,,
,,765.0,765.0,,
70.0,,6138.0,6138.0,,
70.0,,6138.0,6138.0,,
,,380.0,380.0,,
110.0,,13107.0,13107.0,,
83.0,,7916.0,7915.0,,
185.0,,18756.0,18749.0,,
154.0,,17208.0,17205.0,,
300.0,,25778.0,25767.0,,
44.0,,4382.0,4382.0,,
,,985.0,985.0,,
83.0,,8328.0,8312.0,,
532.0,4.0,53564.0,53527.0,,
8.0,,1466.0,1466.0,,
306.0,,31813.0,31813.0,,
314.0,,33279.0,33279.0,,
,,1562.0,1562.0,,
325.0,21.0,33184.0,33184.0,1615.0,1615.0
20.0,,1977.0,1977.0,,
,,,,,
91.0,,9200.0,9199.0,,
,,,,,
3.0,,,,,
,,,,,
28.0,,2933.0,2750.0,,
64.0,,6463.0,6266.0,,
8.0,,821.0,821.0,,
86.0,3.0,8113.0,8113.0,234.0,234.0
22.0,,2569.0,2567.0,,
29.0,,3016.0,3016.0,,
18.0,,2826.0,2826.0,,
16.0,,1626.0,1626.0,,
52.0,,5456.0,5456.0,,
32.0,,3274.0,3274.0,,
48.0,,5357.0,5357.0,,
604.0,,64595.0,64590.0,,
,,1036.0,1036.0,,
,,629.0,629.0,,
16.0,,2018.0,2018.0,,
60.0,,6931.0,6931.0,,
8.0,,870.0,870.0,,
4.0,,348.0,348.0,,
,,4965.0,4965.0,,
,,,,,
,,3262.0,3262.0,,
,,2280.0,2280.0,,
,,401.0,401.0,,
28.0,,2594.0,2594.0,,
,,,,,
34.0,,2659.0,2659.0,,
19.0,3.0,1717.0,1717.0,191.0,191.0
,,2925.0,2924.0,,
359.0,7.0,34692.0,34495.0,522.0,522.0
,,385.0,385.0,,
44.0,,4747.0,4747.0,,
45.0,,3901.0,3901.0,,
45.0,,3901.0,3901.0,,
,,2447.0,2447.0,,
,,4337.0,4337.0,,
6.0,,689.0,689.0,,
,,3041.0,3041.0,,
,,,,,
15.0,,,,,
24.0,,2427.0,2427.0,,
,,,,,
21.0,,,,,
,,,,,
224.0,,21112.0,21101.0,424.0,424.0
206.0,,17897.0,17894.0,,
30.0,,2596.0,2594.0,,
22.0,,2378.0,2378.0,,
,,,,,
12.0,,1205.0,1205.0,,
97.0,,9618.0,9618.0,,
41.0,,3955.0,3955.0,,
,,,,,
9.0,,,,,
441.0,,40516.0,40511.0,,
,,2082.0,2082.0,,
19.0,,,,,
48.0,,5036.0,5034.0,,
3677.0,,361761.0,361476.0,,
57.0,,5583.0,5580.0,,
225.0,,24124.0,24114.0,,
6.0,,559.0,559.0,,
,,5279.0,5277.0,,
14.0,,1375.0,1375.0,,
23.0,,2528.0,2528.0,,
7.0,,553.0,553.0,,
11.0,,,,,
,,,,,
,,1382.0,1382.0,,
168.0,3.0,17165.0,17164.0,191.0,191.0
8.0,,658.0,658.0,,
,,1059.0,1059.0,,
,,715.0,715.0,,
,,715.0,715.0,,
54.0,,5747.0,5747.0,,
40.0,,3822.0,3822.0,,
,,,,,
329.0,,30418.0,30414.0,,
79.0,,6799.0,6797.0,,
849.0,7.0,77733.0,77722.0,640.0,640.0
28.0,,2845.0,2845.0,,
3968.0,451.0,76096.0,73744.0,2372.0,2078.0
20213.0,2246.0,232382.0,222136.0,10311.0,9172.0
7243.0,489.0,36807.0,32176.0,651.0,358.0
3451.0,290.0,42624.0,41750.0,396.0,332.0
93.0,11.0,8980.0,8962.0,,
1542.0,214.0,57055.0,56819.0,1339.0,1293.0
655.0,107.0,6864.0,6852.0,302.0,300.0
14783.0,2121.0,60951.0,56986.0,2963.0,2316.0
20711.0,2534.0,183138.0,173391.0,6055.0,4792.0
1898.0,258.0,7745.0,6977.0,285.0,155.0
2124.0,274.0,9925.0,9088.0,305.0,
107.0,10.0,7935.0,7922.0,11.0,10.0
9803.0,959.0,39358.0,36273.0,1235.0,905.0
10240.0,1004.0,45060.0,41862.0,1293.0,949.0
13710.0,2069.0,42889.0,32472.0,2486.0,780.0
3885.0,401.0,23638.0,21503.0,523.0,238.0
389654.0,47540.0,2292598.0,2072624.0,78755.0,49523.0
1576.0,296.0,9362.0,8784.0,605.0,519.0
632.0,110.0,1107.0,1043.0,122.0,112.0
2973.0,452.0,35135.0,32810.0,1319.0,931.0
22.0,,350.0,,,
402.0,73.0,3005.0,2883.0,86.0,62.0
5440.0,597.0,34232.0,33220.0,743.0,567.0
84.0,18.0,1376.0,1366.0,20.0,16.0
3949.0,490.0,31138.0,30073.0,792.0,585.0
12168.0,1517.0,87639.0,84901.0,2151.0,1648.0
12168.0,1517.0,87639.0,84901.0,2151.0,1648.0
77676.0,12326.0,198109.0,144620.0,15152.0,5335.0
8561.0,1447.0,11733.0,4029.0,1569.0,237.0
13064.0,1524.0,67026.0,57292.0,1985.0,805.0
13064.0,1524.0,67026.0,57292.0,1985.0,805.0
873.0,106.0,12169.0,12132.0,121.0,114.0
1927.0,275.0,68433.0,68074.0,1443.0,1373.0
13573.0,2516.0,68836.0,67905.0,3080.0,2874.0
17438.0,2837.0,127965.0,126135.0,3538.0,3264.0
2391.0,296.0,60033.0,59194.0,498.0,347.0
16245.0,1795.0,156286.0,148392.0,7939.0,7094.0
2479.0,211.0,47441.0,46196.0,271.0,150.0
404.0,36.0,8348.0,8148.0,45.0,27.0
17332.0,1917.0,69128.0,54582.0,2963.0,1565.0
23462.0,2349.0,186795.0,169770.0,4322.0,2657.0
275.0,34.0,18382.0,18318.0,51.0,37.0
15503.0,,143369.0,139934.0,,
15778.0,,161751.0,158252.0,,
894.0,145.0,16478.0,16217.0,163.0,120.0
19331.0,2594.0,148253.0,142734.0,6192.0,5203.0
414.0,31.0,16505.0,16480.0,62.0,58.0
125.0,7.0,354.0,284.0,8.0,
19625.0,1364.0,57703.0,41051.0,1644.0,457.0
3713.0,341.0,7140.0,4064.0,441.0,153.0
233.0,33.0,1012.0,973.0,34.0,29.0
78.0,,255.0,,,
5005.0,297.0,21353.0,15543.0,953.0,599.0
12248.0,786.0,58160.0,47719.0,1604.0,957.0
253.0,25.0,2087.0,2007.0,56.0,42.0
14128.0,2014.0,54087.0,50134.0,2661.0,2016.0
235.0,23.0,26207.0,26194.0,37.0,36.0
461.0,63.0,11662.0,11504.0,67.0,34.0
431.0,44.0,22562.0,22474.0,62.0,46.0
290.0,25.0,4706.0,4653.0,30.0,20.0
691.0,58.0,13601.0,13474.0,192.0,169.0
1358.0,186.0,11427.0,10669.0,249.0,112.0
481.0,25.0,10195.0,10082.0,26.0,11.0
18973.0,2108.0,264220.0,255401.0,2993.0,1714.0
226.0,16.0,2180.0,2111.0,20.0,
485.0,40.0,3272.0,3163.0,42.0,27.0
903.0,134.0,6089.0,5546.0,626.0,
3217.0,517.0,26961.0,25591.0,1619.0,1392.0
645.0,76.0,2530.0,2299.0,,65.0
242.0,29.0,4477.0,4413.0,44.0,35.0
2695.0,412.0,20893.0,20242.0,596.0,480.0
16598.0,2016.0,43061.0,28996.0,2749.0,995.0
9940.0,1309.0,20234.0,14056.0,1615.0,811.0
3760.0,535.0,10252.0,8822.0,792.0,618.0
547.0,96.0,2590.0,2328.0,113.0,56.0
1567.0,146.0,9257.0,8546.0,179.0,93.0
2091.0,238.0,2925.0,1185.0,255.0,55.0
3405.0,613.0,10779.0,8967.0,3500.0,3171.0
3099.0,435.0,20854.0,18198.0,752.0,370.0
292.0,27.0,8442.0,8329.0,74.0,
51608.0,5766.0,209359.0,183550.0,8642.0,5944.0
296.0,33.0,1879.0,1720.0,34.0,7.0
1860.0,231.0,17506.0,17086.0,278.0,210.0
18295.0,2721.0,38099.0,28099.0,3265.0,1713.0
18295.0,2721.0,38099.0,28099.0,3265.0,1713.0
5297.0,468.0,18145.0,17208.0,677.0,598.0
6118.0,590.0,19700.0,18111.0,743.0,629.0
206.0,22.0,2353.0,2288.0,22.0,18.0
5308.0,482.0,15089.0,13792.0,622.0,549.0
371.0,53.0,1246.0,1058.0,65.0,33.0
12366.0,2143.0,18847.0,9848.0,2466.0,1003.0
1853.0,233.0,8590.0,7700.0,348.0,234.0
1723.0,144.0,3180.0,1904.0,200.0,104.0
773.0,107.0,7988.0,7882.0,,115.0
231.0,41.0,1216.0,1090.0,,
986.0,85.0,43045.0,42782.0,663.0,617.0
4559.0,356.0,104151.0,101986.0,1535.0,1369.0
971.0,34.0,19287.0,18928.0,253.0,230.0
1364.0,102.0,8687.0,8006.0,190.0,132.0
2854.0,223.0,13876.0,12092.0,594.0,469.0
932.0,89.0,4519.0,4203.0,151.0,114.0
8670.0,642.0,70462.0,66696.0,1141.0,777.0
2790.0,171.0,24055.0,22931.0,256.0,159.0
430.0,79.0,858.0,500.0,108.0,42.0
2264.0,409.0,4848.0,3650.0,474.0,272.0
24834.0,2105.0,250743.0,238992.0,4702.0,3564.0
1004.0,148.0,9204.0,8972.0,583.0,
655.0,56.0,8244.0,8036.0,85.0,61.0
1072.0,90.0,17040.0,16649.0,167.0,125.0
290527.0,32875.0,1803984.0,1646739.0,60341.0,42262.0
7088.0,866.0,45280.0,39757.0,1846.0,1146.0
5144.0,347.0,74622.0,72406.0,696.0,475.0
3340.0,423.0,5833.0,3458.0,453.0,126.0
4492.0,561.0,20721.0,18288.0,816.0,474.0
437.0,45.0,5702.0,5589.0,58.0,44.0
708.0,55.0,13972.0,13843.0,66.0,47.0
143.0,32.0,6901.0,6842.0,60.0,45.0
941.0,129.0,3384.0,2792.0,178.0,82.0
749.0,113.0,1224.0,591.0,115.0,12.0
276.0,39.0,3605.0,3490.0,42.0,21.0
25121.0,2043.0,108242.0,88290.0,2731.0,1033.0
742.0,100.0,3134.0,2881.0,124.0,71.0
1289.0,196.0,5724.0,5209.0,237.0,127.0
1269.0,124.0,5825.0,4867.0,279.0,214.0
1269.0,124.0,5825.0,4867.0,279.0,214.0
2048.0,208.0,20777.0,20223.0,294.0,180.0
1120.0,85.0,10844.0,10569.0,106.0,71.0
242.0,26.0,973.0,896.0,30.0,16.0
14543.0,1139.0,122837.0,118918.0,1974.0,1572.0
9876.0,788.0,40015.0,34060.0,1189.0,664.0
49253.0,4032.0,413595.0,391970.0,7865.0,5800.0
1534.0,216.0,7307.0,6358.0,278.0,112.0
3075.0,424.0,5035.0,2777.0,571.0,279.0
15482.0,2041.0,45416.0,35973.0,4932.0,3814.0
6899.0,489.0,12308.0,7858.0,651.0,358.0
3056.0,,5812.0,4952.0,,
56.0,,108.0,92.0,12.0,8.0
1220.0,,2278.0,2048.0,,
586.0,103.0,856.0,845.0,124.0,122.0
14186.0,2108.0,21461.0,17507.0,2439.0,1792.0
19107.0,2494.0,29857.0,20181.0,3031.0,1770.0
1782.0,258.0,2634.0,1867.0,285.0,155.0
1983.0,274.0,2996.0,2160.0,305.0,
90.0,10.0,153.0,140.0,11.0,10.0
9234.0,955.0,15326.0,12262.0,1154.0,824.0
9601.0,1000.0,15990.0,12814.0,1212.0,868.0
13107.0,2058.0,17838.0,7457.0,2280.0,574.0
3493.0,,6058.0,3928.0,,
359728.0,46949.0,616986.0,401692.0,59043.0,29959.0
1476.0,292.0,2284.0,1711.0,,
623.0,110.0,786.0,723.0,122.0,112.0
2733.0,,4261.0,1966.0,,
18.0,,24.0,19.0,,
371.0,73.0,528.0,406.0,86.0,62.0
5135.0,,8286.0,7274.0,,
65.0,18.0,98.0,88.0,20.0,16.0
3619.0,486.0,5537.0,4472.0,587.0,380.0
11298.0,1506.0,17924.0,15188.0,1812.0,1309.0
11298.0,1506.0,17924.0,15188.0,1812.0,1309.0
75106.0,12294.0,116207.0,62829.0,14469.0,4655.0
8487.0,,9336.0,1637.0,,
12315.0,1514.0,19826.0,10238.0,1825.0,649.0
12315.0,1514.0,19826.0,10238.0,1825.0,649.0
842.0,106.0,1114.0,1077.0,121.0,114.0
1547.0,261.0,2795.0,2444.0,363.0,293.0
13100.0,,17307.0,16381.0,,
16488.0,2826.0,23798.0,21987.0,3160.0,2888.0
1862.0,291.0,3754.0,2927.0,429.0,278.0
12407.0,1617.0,40381.0,33196.0,4361.0,3535.0
2217.0,,4172.0,2936.0,,
341.0,36.0,664.0,466.0,45.0,27.0
16554.0,1899.0,28551.0,15078.0,2427.0,1053.0
20471.0,2311.0,38616.0,22917.0,2977.0,1338.0
240.0,,378.0,314.0,,
14197.0,,23047.0,19614.0,,
14437.0,,23425.0,19928.0,,
824.0,145.0,1224.0,,163.0,120.0
17899.0,2527.0,27414.0,21900.0,2980.0,1991.0
332.0,,679.0,654.0,,
119.0,7.0,173.0,103.0,8.0,
18768.0,1358.0,25157.0,8613.0,1525.0,338.0
3636.0,,5641.0,2569.0,,
217.0,33.0,305.0,266.0,34.0,29.0
72.0,,108.0,80.0,,
4640.0,293.0,9965.0,5270.0,,
11539.0,782.0,22273.0,13128.0,,
204.0,,431.0,351.0,,
13600.0,2005.0,20605.0,16662.0,2315.0,1670.0
165.0,23.0,295.0,284.0,37.0,36.0
380.0,63.0,657.0,499.0,67.0,34.0
363.0,,623.0,535.0,,
231.0,25.0,445.0,392.0,30.0,20.0
523.0,,1179.0,1052.0,,
1193.0,186.0,2290.0,1533.0,249.0,112.0
337.0,25.0,811.0,699.0,26.0,11.0
16539.0,2093.0,30518.0,21743.0,2606.0,1327.0
201.0,16.0,362.0,293.0,20.0,
426.0,40.0,893.0,785.0,42.0,27.0
843.0,,1209.0,666.0,,
2979.0,507.0,4583.0,3221.0,607.0,382.0
604.0,,982.0,752.0,,
207.0,,338.0,275.0,,
2479.0,,4003.0,3354.0,,
16117.0,,29023.0,15060.0,,
9709.0,,12934.0,6763.0,,
3616.0,,5340.0,3914.0,,
510.0,96.0,709.0,450.0,113.0,56.0
1427.0,,2665.0,1954.0,,
2076.0,238.0,2430.0,691.0,255.0,55.0
3253.0,557.0,4095.0,2284.0,627.0,298.0
2970.0,,4514.0,1876.0,,
214.0,,411.0,301.0,31.0,
49051.0,5737.0,79488.0,55073.0,6895.0,4277.0
264.0,33.0,368.0,,34.0,7.0
1657.0,231.0,2757.0,2337.0,278.0,210.0
17968.0,2713.0,24174.0,14218.0,3018.0,1469.0
17968.0,2713.0,24174.0,14218.0,3018.0,1469.0
5090.0,464.0,8196.0,7267.0,548.0,470.0
5785.0,,8382.0,6800.0,,
179.0,22.0,296.0,231.0,22.0,18.0
5045.0,,7170.0,5879.0,,
344.0,53.0,611.0,424.0,65.0,33.0
12255.0,2139.0,15192.0,6228.0,2348.0,887.0
1740.0,,3113.0,2230.0,,
1698.0,,2659.0,1383.0,,
678.0,,1186.0,1080.0,,
215.0,,277.0,152.0,41.0,
466.0,75.0,884.0,660.0,94.0,48.0
3205.0,309.0,8458.0,6458.0,550.0,
554.0,28.0,1603.0,1287.0,,21.0
1222.0,,2813.0,2142.0,,
2540.0,212.0,6059.0,4336.0,392.0,270.0
848.0,,1699.0,1387.0,,
7362.0,631.0,19459.0,15756.0,988.0,626.0
2424.0,,6402.0,5294.0,,
417.0,,607.0,254.0,,
2210.0,,3007.0,1812.0,,
20782.0,2022.0,50107.0,38726.0,2994.0,1863.0
893.0,,1463.0,1232.0,,115.0
540.0,,1143.0,941.0,,
873.0,86.0,1727.0,1345.0,,
265858.0,32331.0,466240.0,313517.0,41699.0,23765.0
6740.0,856.0,10430.0,4941.0,1082.0,382.0
3451.0,337.0,9181.0,7179.0,456.0,237.0
3282.0,423.0,4349.0,1975.0,453.0,126.0
4075.0,554.0,7407.0,5003.0,724.0,382.0
367.0,45.0,664.0,552.0,58.0,44.0
603.0,55.0,1046.0,917.0,66.0,47.0
120.0,,179.0,121.0,,
871.0,,1439.0,848.0,,
735.0,113.0,815.0,183.0,115.0,12.0
237.0,39.0,405.0,293.0,42.0,21.0
23842.0,2030.0,33317.0,13502.0,2325.0,627.0
673.0,,1231.0,980.0,,
1183.0,,1940.0,1430.0,,
1140.0,120.0,2371.0,1469.0,191.0,126.0
1140.0,120.0,2371.0,1469.0,191.0,126.0
1795.0,,3091.0,2548.0,,
957.0,85.0,2014.0,1741.0,106.0,71.0
219.0,26.0,402.0,325.0,30.0,16.0
12395.0,1123.0,26538.0,22657.0,1390.0,988.0
9136.0,783.0,18169.0,12245.0,1044.0,519.0
42313.0,3928.0,94814.0,73628.0,5428.0,3370.0
1410.0,216.0,2480.0,1534.0,278.0,112.0
193.0,5.0,2701.0,2645.0,56.0,56.0
2522.0,159.0,33950.0,33330.0,2012.0,1985.0
220.0,,2888.0,2798.0,,
160.0,,2138.0,2132.0,,
9.0,,126.0,126.0,,
89.0,,1242.0,1236.0,,
24.0,,332.0,332.0,,
277.0,,3757.0,3747.0,,
655.0,24.0,8834.0,8783.0,,
57.0,,763.0,762.0,,
68.0,,,,,
8.0,,103.0,103.0,,
319.0,,4332.0,4317.0,,
345.0,,4695.0,4680.0,,
286.0,4.0,3856.0,3830.0,56.0,56.0
170.0,,2300.0,2296.0,,
14861.0,382.0,200061.0,196867.0,4935.0,4865.0
38.0,,501.0,500.0,,
8.0,,,,,
92.0,,,,52.0,52.0
,,,,,
19.0,,,,,
142.0,,1920.0,1920.0,,
7.0,,,,,
107.0,,1461.0,1461.0,,
358.0,,4845.0,4842.0,,
358.0,,4845.0,4842.0,,
1604.0,23.0,21356.0,21249.0,283.0,281.0
26.0,,,,,
391.0,9.0,5338.0,5231.0,114.0,112.0
391.0,9.0,5338.0,5231.0,114.0,112.0
11.0,,142.0,142.0,,
102.0,7.0,1415.0,1409.0,107.0,107.0
199.0,10.0,2697.0,2695.0,,
384.0,10.0,5168.0,5160.0,,
174.0,,2344.0,2332.0,,
2329.0,154.0,31249.0,30685.0,1956.0,1929.0
119.0,,1624.0,1615.0,,
35.0,,460.0,459.0,,
582.0,,7490.0,6538.0,,
1170.0,35.0,15885.0,14787.0,447.0,423.0
9.0,,139.0,139.0,,
524.0,,7084.0,7081.0,,
533.0,,7223.0,7220.0,,
27.0,,352.0,350.0,,
562.0,16.0,7609.0,7602.0,208.0,208.0
25.0,,333.0,333.0,,
4.0,,43.0,42.0,,
438.0,,5974.0,5900.0,,
65.0,,866.0,858.0,,
,,,,,
,,,,,
243.0,4.0,3179.0,2725.0,44.0,36.0
463.0,,6067.0,5523.0,,
16.0,,230.0,228.0,,
253.0,5.0,3425.0,3415.0,,
10.0,,148.0,148.0,,
8.0,,107.0,107.0,,
19.0,,261.0,261.0,,
23.0,,319.0,319.0,,
52.0,,707.0,707.0,,
64.0,,852.0,852.0,,
40.0,,532.0,531.0,,
901.0,8.0,12124.0,12093.0,113.0,113.0
11.0,,,,,
25.0,,,,,
25.0,,,,,
87.0,,1144.0,1143.0,49.0,49.0
15.0,,,,,
,,,,,
102.0,4.0,,,45.0,45.0
365.0,6.0,4658.0,4572.0,77.0,77.0
115.0,,,,,
69.0,,,,,
16.0,,211.0,211.0,,
62.0,,810.0,810.0,,
7.0,,95.0,95.0,,
56.0,,,,,
63.0,,866.0,852.0,,
22.0,,307.0,305.0,,
1407.0,20.0,18797.0,18185.0,,
4.0,,54.0,54.0,,
83.0,,1125.0,1125.0,,
181.0,4.0,2379.0,2344.0,53.0,48.0
181.0,4.0,2379.0,2344.0,53.0,48.0
113.0,,,,,
164.0,,,,,
10.0,,136.0,136.0,,
135.0,,,,,
,,,,,
60.0,,812.0,783.0,,
50.0,,636.0,633.0,,
16.0,,212.0,212.0,,
41.0,,,,,
3.0,,,,,
52.0,8.0,712.0,704.0,106.0,102.0
575.0,24.0,8028.0,7924.0,,
200.0,,2824.0,2793.0,80.0,80.0
74.0,,972.0,967.0,,
184.0,,,,,
41.0,,,,,
903.0,12.0,11968.0,11918.0,162.0,162.0
218.0,,2823.0,2815.0,,
,,,,,
,,344.0,341.0,,
2228.0,44.0,30002.0,29751.0,,
44.0,,602.0,602.0,,
50.0,,674.0,671.0,,
76.0,5.0,1024.0,1018.0,70.0,70.0
12247.0,351.0,165112.0,162059.0,4539.0,4471.0
176.0,6.0,2319.0,2289.0,,
536.0,,7683.0,7545.0,,
34.0,,469.0,469.0,,
209.0,,,,,
26.0,,363.0,363.0,,
34.0,,,,,
,,,,,
33.0,,466.0,465.0,,
5.0,,69.0,68.0,,
,,,,,
623.0,8.0,8525.0,8432.0,114.0,113.0
34.0,,,,,
50.0,,,,,
95.0,,,,,
95.0,,,,,
100.0,,1386.0,1381.0,,
73.0,,,,,
14.0,,196.0,196.0,,
1039.0,,14046.0,14014.0,120.0,120.0
418.0,,5853.0,5826.0,,
3685.0,56.0,49901.0,49591.0,728.0,727.0
59.0,,776.0,775.0,,
245.0,,8027.0,8002.0,,
1514.0,47.0,45071.0,44901.0,1296.0,1292.0
93.0,,2643.0,2606.0,,
91.0,,2730.0,2730.0,,
10.0,,313.0,313.0,,
98.0,,3077.0,3076.0,,
23.0,,751.0,751.0,,
208.0,,6424.0,6420.0,,
520.0,,15813.0,15800.0,479.0,479.0
39.0,,1267.0,1267.0,,
47.0,,1533.0,1533.0,,
3.0,,95.0,95.0,,
195.0,,5775.0,5767.0,,
217.0,,6478.0,6470.0,,
199.0,,5922.0,5918.0,,
131.0,,4019.0,4018.0,,
9421.0,166.0,282198.0,281142.0,4888.0,4879.0
31.0,,957.0,957.0,,
,,116.0,116.0,,
96.0,5.0,2998.0,2988.0,,
,,,,,
6.0,,179.0,179.0,,
81.0,,2407.0,2407.0,,
5.0,,185.0,185.0,,
112.0,,3424.0,3424.0,,
270.0,,8335.0,8334.0,,
270.0,,8335.0,8334.0,,
776.0,9.0,22999.0,22987.0,248.0,248.0
10.0,,367.0,367.0,,
208.0,6.0,5927.0,5901.0,180.0,180.0
208.0,6.0,5927.0,5901.0,180.0,180.0
9.0,,276.0,276.0,,
113.0,8.0,3545.0,3544.0,258.0,258.0
170.0,4.0,5132.0,5129.0,,
287.0,,8689.0,8686.0,208.0,208.0
148.0,,4574.0,4572.0,,
1269.0,,37044.0,36899.0,,
73.0,,2164.0,2164.0,,
16.0,,459.0,458.0,,
137.0,,3744.0,3515.0,,
803.0,,24289.0,23994.0,,
8.0,,235.0,235.0,,
422.0,,12880.0,12879.0,,
430.0,,13115.0,13114.0,,
20.0,,572.0,572.0,,
481.0,26.0,14622.0,14621.0,836.0,836.0
26.0,,827.0,827.0,,
,,,,,
336.0,,9936.0,9900.0,,
16.0,,473.0,473.0,,
9.0,,,,,
,,,,,
92.0,,2680.0,2381.0,,
185.0,,5323.0,4987.0,,
11.0,,288.0,287.0,,
185.0,,5673.0,5669.0,,
10.0,,267.0,267.0,,
31.0,,1011.0,1011.0,,
18.0,,529.0,529.0,,
17.0,,550.0,550.0,,
60.0,,1873.0,1873.0,,
61.0,,1835.0,1835.0,,
47.0,,1516.0,1516.0,,
762.0,4.0,23388.0,23380.0,101.0,101.0
8.0,,266.0,266.0,,
30.0,,859.0,858.0,,
17.0,,523.0,523.0,,
74.0,,2214.0,2213.0,,
16.0,,421.0,420.0,,
10.0,,,316.0,,
72.0,,2319.0,2318.0,,
,,,,,
60.0,,1766.0,1765.0,,
40.0,,1182.0,1181.0,,
7.0,,167.0,167.0,,
46.0,,1391.0,1391.0,,
,,,,,
57.0,,1782.0,1782.0,,
40.0,,1253.0,1248.0,,
,,,,,
776.0,,23345.0,22978.0,166.0,166.0
26.0,,860.0,860.0,,
72.0,,2041.0,2041.0,,
110.0,,3216.0,3203.0,,
110.0,,3216.0,3203.0,,
68.0,,2035.0,2034.0,,
124.0,,3592.0,3591.0,,
8.0,,207.0,207.0,,
100.0,,2881.0,2880.0,,
7.0,,,,,
,,1065.0,1053.0,,
38.0,,1195.0,1194.0,,
,,,,,
,,725.0,725.0,,
,,157.0,157.0,,
169.0,4.0,6001.0,5984.0,121.0,121.0
538.0,,16044.0,16007.0,372.0,372.0
190.0,,5747.0,5737.0,,
42.0,,1181.0,1180.0,,
90.0,,2634.0,2622.0,,
26.0,,,,,
322.0,,9089.0,9073.0,,
104.0,,2952.0,2945.0,,
,,,,,
,,531.0,531.0,,
1330.0,,39035.0,38952.0,652.0,648.0
28.0,,882.0,882.0,,
36.0,,1136.0,1136.0,,
57.0,,1818.0,1818.0,,
7794.0,153.0,233233.0,232198.0,4539.0,4530.0
118.0,5.0,3650.0,3640.0,,
497.0,5.0,14544.0,14495.0,128.0,127.0
12.0,,345.0,345.0,,
162.0,,4808.0,4806.0,,119.0
22.0,,703.0,703.0,,
36.0,,1032.0,1032.0,,
5.0,,,152.0,,
23.0,,676.0,676.0,,
,,,,,
15.0,,442.0,439.0,,
476.0,5.0,14485.0,14443.0,158.0,158.0
27.0,,827.0,827.0,,
34.0,,994.0,994.0,,
31.0,,939.0,921.0,,
31.0,,939.0,921.0,,
87.0,,2906.0,2905.0,,
50.0,,1443.0,1443.0,,
10.0,,295.0,295.0,,
719.0,3.0,22169.0,22163.0,102.0,102.0
256.0,,7454.0,7452.0,,
2305.0,,68658.0,68567.0,,
39.0,,1203.0,1202.0,,
42.0,,16193.0,16192.0,,
76.0,,42606.0,42605.0,,
11.0,,19025.0,18985.0,,
36.0,,23412.0,23412.0,,
,,7360.0,7360.0,,
50.0,,39402.0,39402.0,,
5.0,,3267.0,3267.0,,
25.0,,21397.0,21397.0,,
124.0,,97575.0,97575.0,,
,,1319.0,1319.0,,
5.0,,,,,
5.0,,9201.0,9201.0,,
15.0,,6908.0,6908.0,,
20.0,,9377.0,9377.0,,
10.0,,8313.0,8313.0,,
11.0,,3841.0,3841.0,,
935.0,,777447.0,777204.0,,
8.0,,2988.0,2988.0,,
,,,,,
,,,,,
,,,,,
,,,,,
18.0,,14626.0,14626.0,,
,,,,,
19.0,,13399.0,13399.0,,
46.0,,37010.0,37010.0,,
46.0,,37010.0,37010.0,,
30.0,,18135.0,18135.0,,
,,,,,
16.0,,29915.0,29915.0,,
16.0,,29915.0,29915.0,,
,,11162.0,11162.0,,
