active_enterprise,persons_engaged,employees
152.0,1032.0,940.0
513.0,3544.0,3310.0
722.0,4596.0,4039.0
558.0,3753.0,3470.0
203.0,1231.0,1095.0
256.0,1566.0,1415.0
264.0,1477.0,1289.0
282.0,2024.0,1842.0
650.0,3082.0,2641.0
478.0,3312.0,3025.0
370.0,2600.0,2385.0
624.0,5107.0,4716.0
516.0,3671.0,3389.0
19062.0,157946.0,147583.0
,,
63.0,172.0,126.0
68.0,206.0,159.0
134.0,346.0,247.0
723.0,2778.0,2302.0
154.0,411.0,291.0
2524.0,18394.0,16918.0
361.0,840.0,584.0
202.0,510.0,362.0
356.0,659.0,407.0
130.0,600.0,513.0
55.0,,
29.0,,46.0
266.0,867.0,674.0
42.0,81.0,51.0
210.0,515.0,378.0
138.0,288.0,175.0
293.0,591.0,379.0
54.0,159.0,125.0
80.0,209.0,151.0
60.0,136.0,
95.0,225.0,143.0
181.0,455.0,307.0
139.0,355.0,245.0
123.0,337.0,255.0
165.0,437.0,310.0
251.0,420.0,242.0
6991.0,30323.0,25662.0
,,
,33.0,22.0
29.0,506.0,498.0
50.0,510.0,488.0
298.0,2009.0,1899.0
63.0,195.0,
1654.0,29600.0,29318.0
122.0,,
68.0,,
106.0,876.0,840.0
46.0,439.0,
,,
12.0,,
119.0,403.0,360.0
17.0,42.0,
77.0,260.0,241.0
,245.0,220.0
79.0,312.0,276.0
18.0,49.0,41.0
32.0,101.0,88.0
,,37.0
46.0,128.0,104.0
59.0,182.0,
55.0,230.0,
36.0,,
60.0,325.0,297.0
60.0,165.0,
3313.0,38899.0,37984.0
,,
,,
0.0,0.0,0.0
,,
17.0,4084.0,4082.0
3.0,,
36.0,2559.0,2556.0
4.0,,
,,
,,
,,
,,0.0
0.0,0.0,0.0
,,
,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
,,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
84.0,8113.0,8103.0
,,
,,
,,
19.0,2212.0,2208.0
124.0,2462.0,2450.0
15.0,,
692.0,29522.0,29445.0
57.0,2720.0,2707.0
16.0,,
41.0,731.0,724.0
,,
12.0,,
5.0,,
32.0,757.0,751.0
7.0,,
21.0,,
,,135.0
40.0,848.0,
4.0,,
4.0,,
10.0,185.0,
6.0,,
23.0,133.0,
20.0,1093.0,1088.0
19.0,,
29.0,,
47.0,636.0,
1350.0,44525.0,44323.0
,,
,,
5.0,,0.0
7.0,,
66.0,,
6.0,4.0,4.0
306.0,3325.0,3323.0
16.0,6.0,6.0
6.0,,
22.0,43.0,43.0
4.0,,
,,
0.0,0.0,0.0
21.0,203.0,203.0
0.0,0.0,0.0
9.0,,
7.0,0.0,0.0
13.0,10.0,9.0
4.0,,
4.0,,
,0.0,0.0
,,
9.0,,
6.0,,
4.0,,
9.0,,
8.0,,
551.0,4423.0,4415.0
,,
,132.0,102.0
81.0,,115.0
224.0,,
1448.0,5197.0,4888.0
150.0,226.0,168.0
6035.0,30734.0,29268.0
460.0,1660.0,1502.0
192.0,,
544.0,1227.0,1062.0
159.0,248.0,205.0
75.0,106.0,70.0
48.0,62.0,
366.0,844.0,752.0
46.0,76.0,59.0
228.0,606.0,
146.0,197.0,142.0
373.0,487.0,347.0
72.0,149.0,129.0
73.0,,129.0
67.0,93.0,58.0
,,
189.0,332.0,276.0
198.0,375.0,312.0
138.0,515.0,
212.0,,324.0
415.0,,
12500.0,46371.0,42966.0
,,
177.0,920.0,809.0
198.0,578.0,444.0
744.0,4089.0,3788.0
1747.0,13795.0,12790.0
456.0,1527.0,1216.0
6942.0,80195.0,78347.0
828.0,6794.0,6278.0
593.0,1312.0,924.0
713.0,5062.0,4672.0
267.0,1039.0,869.0
192.0,1299.0,1176.0
129.0,,
614.0,2790.0,2464.0
141.0,791.0,
384.0,,
450.0,1315.0,1002.0
663.0,2975.0,2602.0
181.0,826.0,720.0
175.0,437.0,323.0
215.0,878.0,727.0
199.0,617.0,478.0
577.0,2350.0,1959.0
323.0,2448.0,2246.0
266.0,991.0,821.0
499.0,2312.0,1958.0
642.0,2137.0,1705.0
18797.0,148707.0,139822.0
,,
12.0,,5.0
13.0,,9.0
20.0,17.0,5.0
132.0,578.0,517.0
24.0,,
880.0,4588.0,4304.0
63.0,152.0,110.0
28.0,,17.0
66.0,,71.0
17.0,,9.0
11.0,17.0,10.0
,,0.0
39.0,,
4.0,5.0,
30.0,,
26.0,,
49.0,97.0,62.0
,,
12.0,11.0,5.0
7.0,13.0,10.0
13.0,19.0,9.0
25.0,37.0,24.0
32.0,,
,,
34.0,,52.0
56.0,99.0,72.0
1706.0,6407.0,5721.0
,,
,13.0,
,14.0,9.0
23.0,,
159.0,685.0,614.0
,58.0,
991.0,8323.0,8015.0
68.0,158.0,
28.0,,17.0
73.0,,74.0
,19.0,
11.0,17.0,10.0
,,0.0
44.0,88.0,73.0
,,
35.0,,
29.0,,
55.0,107.0,70.0
11.0,12.0,
,,5.0
7.0,13.0,10.0
16.0,22.0,
29.0,45.0,30.0
36.0,,
28.0,,
37.0,68.0,52.0
65.0,112.0,81.0
1926.0,10389.0,9634.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
7.0,42.0,42.0
3.0,3.0,
,,
55.0,9827.0,9823.0
,,0.0
,,
4.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
,0.0,0.0
,,
,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
,0.0,0.0
,,
,0.0,0.0
4.0,8.0,8.0
0.0,0.0,0.0
96.0,9920.0,9911.0
,,
89.0,318.0,287.0
115.0,358.0,
223.0,596.0,509.0
1794.0,5037.0,4686.0
183.0,363.0,276.0
2614.0,15529.0,14629.0
351.0,902.0,767.0
242.0,546.0,451.0
402.0,1476.0,1349.0
,,524.0
85.0,,
60.0,,
360.0,1365.0,1254.0
,118.0,
191.0,445.0,389.0
199.0,518.0,
306.0,746.0,623.0
67.0,194.0,170.0
85.0,174.0,132.0
67.0,105.0,83.0
99.0,,
256.0,441.0,
201.0,358.0,284.0
122.0,329.0,
230.0,572.0,480.0
301.0,629.0,493.0
9073.0,32584.0,29592.0
,,
96.0,396.0,363.0
120.0,,325.0
239.0,669.0,580.0
1860.0,5430.0,5047.0
190.0,385.0,
2701.0,17488.0,16577.0
374.0,1387.0,1239.0
254.0,562.0,464.0
420.0,1530.0,1398.0
195.0,589.0,
89.0,319.0,282.0
63.0,,
381.0,1488.0,1370.0
43.0,122.0,
198.0,510.0,452.0
208.0,567.0,474.0
322.0,819.0,693.0
70.0,207.0,182.0
92.0,201.0,157.0
72.0,111.0,87.0
103.0,552.0,497.0
269.0,582.0,485.0
221.0,1266.0,1184.0
129.0,,343.0
233.0,,
313.0,684.0,544.0
9470.0,37574.0,34465.0
,,
121.0,410.0,315.0
99.0,199.0,128.0
274.0,640.0,435.0
1244.0,3339.0,2441.0
380.0,968.0,711.0
4252.0,17155.0,14090.0
717.0,1595.0,1067.0
416.0,959.0,655.0
521.0,1934.0,1587.0
200.0,615.0,481.0
95.0,215.0,
92.0,,
419.0,1363.0,1091.0
65.0,,
280.0,4418.0,4240.0
273.0,638.0,447.0
423.0,1045.0,715.0
86.0,150.0,87.0
135.0,284.0,189.0
106.0,240.0,170.0
183.0,364.0,233.0
302.0,707.0,499.0
237.0,654.0,492.0
212.0,,
338.0,836.0,575.0
477.0,1063.0,708.0
12190.0,40867.0,32129.0
,,
61.0,505.0,474.0
88.0,590.0,536.0
117.0,1056.0,994.0
490.0,2716.0,2458.0
126.0,507.0,428.0
433.0,3039.0,2877.0
182.0,1153.0,1053.0
119.0,313.0,225.0
145.0,535.0,451.0
102.0,529.0,467.0
90.0,449.0,397.0
30.0,142.0,124.0
186.0,1562.0,1478.0
39.0,116.0,94.0
100.0,920.0,878.0
102.0,559.0,491.0
154.0,789.0,722.0
99.0,578.0,526.0
61.0,624.0,590.0
63.0,139.0,94.0
57.0,306.0,270.0
156.0,570.0,467.0
119.0,1539.0,1484.0
62.0,247.0,209.0
168.0,896.0,795.0
83.0,254.0,205.0
3493.0,20734.0,18875.0
,,
3616.0,18696.0,16497.0
4997.0,20551.0,17489.0
8753.0,34498.0,29145.0
37652.0,206811.0,185335.0
10718.0,42851.0,35791.0
114552.0,978360.0,924067.0
18938.0,97805.0,86180.0
11054.0,44968.0,37695.0
14336.0,76394.0,68112.0
5886.0,26764.0,23207.0
4104.0,17212.0,14532.0
2461.0,8026.0,6320.0
12325.0,75563.0,68662.0
2527.0,10507.0,8872.0
8424.0,51607.0,47010.0
9021.0,39005.0,32892.0
12961.0,53371.0,45533.0
4152.0,20220.0,17781.0
4372.0,17410.0,14688.0
3967.0,14035.0,11389.0
4353.0,21629.0,18640.0
9986.0,42568.0,36153.0
7088.0,40961.0,36671.0
6153.0,97123.0,93476.0
10014.0,42822.0,36552.0
10475.0,35658.0,29143.0
350314.0,2152773.0,1956295.0
,,
,12.0,8.0
,,14.0
27.0,101.0,
106.0,511.0,471.0
23.0,42.0,
459.0,3332.0,3168.0
49.0,,
19.0,32.0,
72.0,255.0,212.0
21.0,134.0,
10.0,12.0,6.0
9.0,9.0,
49.0,530.0,
12.0,22.0,13.0
34.0,,
28.0,,
51.0,327.0,305.0
6.0,17.0,14.0
9.0,8.0,3.0
13.0,21.0,14.0
13.0,27.0,19.0
42.0,51.0,26.0
17.0,15.0,7.0
14.0,26.0,
29.0,,
35.0,105.0,82.0
1218.0,7358.0,6826.0
,,
,,0.0
,0.0,0.0
10.0,8.0,5.0
33.0,19.0,13.0
12.0,,
266.0,258.0,236.0
24.0,16.0,11.0
10.0,10.0,
18.0,8.0,
4.0,0.0,0.0
5.0,,
,,
18.0,7.0,5.0
,0.0,0.0
4.0,0.0,0.0
7.0,4.0,
18.0,14.0,12.0
,,0.0
3.0,,
,,0.0
,,0.0
5.0,,
3.0,,
11.0,,0.0
12.0,17.0,15.0
5.0,4.0,
487.0,443.0,374.0
,,
30.0,337.0,318.0
34.0,,
56.0,223.0,
270.0,1205.0,986.0
80.0,196.0,
678.0,14248.0,13766.0
157.0,1253.0,1123.0
81.0,290.0,222.0
117.0,,885.0
42.0,286.0,
,,
,,
107.0,436.0,354.0
,,
75.0,,
57.0,,108.0
105.0,340.0,
32.0,166.0,
,,
39.0,204.0,175.0
32.0,,
99.0,,
52.0,242.0,
39.0,197.0,163.0
76.0,259.0,
83.0,158.0,91.0
2515.0,29934.0,27960.0
,,
,,
0.0,0.0,0.0
,,
0.0,0.0,0.0
,0.0,0.0
3.0,,
4.0,,
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,0.0,0.0
0.0,0.0,0.0
,0.0,0.0
0.0,0.0,0.0
,,0.0
0.0,0.0,0.0
,,
,0.0,0.0
,,
0.0,0.0,0.0
,,
22.0,389.0,385.0
,,
0.0,0.0,0.0
3.0,,
5.0,7.0,5.0
27.0,92.0,85.0
11.0,4.0,0.0
138.0,1774.0,1736.0
15.0,5.0,
11.0,10.0,4.0
15.0,,
6.0,3.0,
,0.0,0.0
,,
15.0,21.0,15.0
,,
12.0,,
7.0,7.0,4.0
7.0,22.0,
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
3.0,3.0,0.0
7.0,4.0,
8.0,6.0,5.0
6.0,5.0,
16.0,79.0,72.0
326.0,2600.0,2494.0
,,
23.0,,17.0
18.0,45.0,43.0
79.0,215.0,202.0
430.0,1493.0,1406.0
53.0,222.0,206.0
2708.0,23867.0,23481.0
184.0,538.0,486.0
65.0,377.0,359.0
232.0,381.0,343.0
35.0,151.0,
32.0,38.0,29.0
18.0,,36.0
133.0,686.0,658.0
13.0,,
66.0,116.0,98.0
53.0,66.0,47.0
155.0,199.0,166.0
11.0,13.0,9.0
34.0,,34.0
19.0,,18.0
29.0,58.0,
59.0,99.0,
76.0,472.0,451.0
61.0,75.0,63.0
75.0,,
182.0,273.0,
4997.0,29910.0,29000.0
,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
5.0,,
,0.0,0.0
40.0,1304.0,1302.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
,,
,,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
,,
,0.0,0.0
,,
,,
,,
65.0,1398.0,1392.0
,,
,37.0,
20.0,27.0,19.0
51.0,74.0,59.0
352.0,1944.0,1852.0
57.0,86.0,62.0
1702.0,20955.0,20640.0
167.0,591.0,538.0
58.0,106.0,77.0
133.0,200.0,153.0
,26.0,20.0
27.0,56.0,42.0
15.0,,82.0
113.0,973.0,933.0
10.0,,
60.0,175.0,163.0
35.0,32.0,19.0
89.0,214.0,184.0
12.0,32.0,28.0
,22.0,15.0
25.0,,
31.0,51.0,38.0
,,99.0
75.0,267.0,240.0
38.0,,
62.0,317.0,293.0
132.0,368.0,328.0
3510.0,27203.0,26299.0
,,
56.0,115.0,96.0
62.0,103.0,87.0
163.0,498.0,460.0
975.0,4667.0,4433.0
146.0,387.0,338.0
5613.0,55770.0,54868.0
452.0,1360.0,1212.0
167.0,544.0,478.0
454.0,843.0,737.0
73.0,218.0,194.0
73.0,,87.0
46.0,,126.0
313.0,1776.0,1688.0
34.0,,
179.0,666.0,620.0
123.0,180.0,133.0
315.0,581.0,499.0
30.0,54.0,42.0
71.0,,
55.0,239.0,224.0
79.0,220.0,182.0
136.0,310.0,259.0
201.0,846.0,784.0
123.0,,240.0
180.0,538.0,469.0
372.0,814.0,713.0
10927.0,72530.0,70143.0
,,
56.0,115.0,96.0
62.0,103.0,87.0
163.0,498.0,460.0
975.0,4667.0,4433.0
146.0,387.0,338.0
5613.0,55770.0,54868.0
452.0,1360.0,1212.0
167.0,544.0,478.0
454.0,843.0,737.0
73.0,218.0,194.0
73.0,,87.0
46.0,,126.0
313.0,1776.0,1688.0
34.0,,
179.0,666.0,620.0
123.0,180.0,133.0
315.0,581.0,499.0
30.0,54.0,42.0
71.0,,
55.0,239.0,224.0
79.0,220.0,182.0
136.0,310.0,259.0
201.0,846.0,784.0
123.0,,240.0
180.0,538.0,469.0
372.0,814.0,713.0
10927.0,72530.0,70143.0
,,
713.0,2178.0,1697.0
1246.0,2992.0,2186.0
1725.0,3497.0,2234.0
6804.0,16610.0,12166.0
2589.0,5292.0,3422.0
14951.0,42630.0,33427.0
3768.0,8436.0,5822.0
2327.0,4927.0,3289.0
2981.0,8448.0,6598.0
1222.0,3058.0,2202.0
930.0,2237.0,1581.0
537.0,1112.0,699.0
1943.0,6044.0,4800.0
581.0,1418.0,1014.0
1556.0,3553.0,2612.0
2103.0,4915.0,3370.0
2945.0,7976.0,6126.0
1018.0,2524.0,1872.0
992.0,2226.0,1549.0
947.0,1746.0,1064.0
805.0,1465.0,838.0
2066.0,4896.0,3401.0
1150.0,3798.0,3003.0
1366.0,3333.0,2417.0
2375.0,6100.0,4510.0
1883.0,3906.0,2566.0
62664.0,157349.0,115911.0
,,
57.0,,
52.0,57.0,
146.0,174.0,
681.0,826.0,215.0
180.0,238.0,71.0
2859.0,4332.0,1839.0
450.0,580.0,177.0
206.0,242.0,50.0
213.0,229.0,36.0
91.0,116.0,
48.0,,16.0
57.0,,
206.0,283.0,112.0
34.0,40.0,
139.0,174.0,52.0
121.0,143.0,
216.0,247.0,
48.0,,
66.0,,
48.0,,
105.0,149.0,59.0
110.0,134.0,
107.0,165.0,70.0
105.0,,
166.0,209.0,52.0
281.0,298.0,45.0
6944.0,9290.0,3106.0
,,
185.0,,2140.0
186.0,,439.0
457.0,1009.0,740.0
1705.0,14779.0,13748.0
499.0,2950.0,2672.0
4155.0,42610.0,40078.0
966.0,7893.0,7342.0
483.0,2088.0,1806.0
630.0,5621.0,5222.0
277.0,1026.0,876.0
210.0,,
106.0,,199.0
611.0,7184.0,6826.0
122.0,,
350.0,1903.0,1683.0
429.0,2169.0,1954.0
574.0,3324.0,2945.0
152.0,1426.0,1359.0
193.0,623.0,520.0
193.0,417.0,332.0
226.0,1367.0,1243.0
499.0,2569.0,2296.0
366.0,3626.0,
287.0,,
449.0,1432.0,1154.0
545.0,1473.0,1107.0
15080.0,182682.0,173743.0
,,
185.0,,2140.0
186.0,,439.0
457.0,1009.0,740.0
1705.0,14779.0,13748.0
499.0,2950.0,2672.0
4155.0,42610.0,40078.0
966.0,7893.0,7342.0
483.0,2088.0,1806.0
630.0,5621.0,5222.0
277.0,1026.0,876.0
210.0,,
106.0,,199.0
611.0,7184.0,6826.0
122.0,,
350.0,1903.0,1683.0
429.0,2169.0,1954.0
574.0,3324.0,2945.0
152.0,1426.0,1359.0
193.0,623.0,520.0
193.0,417.0,332.0
226.0,1367.0,1243.0
499.0,2569.0,2296.0
366.0,3626.0,
287.0,,
449.0,1432.0,1154.0
545.0,1473.0,1107.0
15080.0,182682.0,173743.0
,,
,0.0,0.0
22.0,11.0,11.0
11.0,,
123.0,,
34.0,99.0,97.0
285.0,8520.0,8511.0
19.0,23.0,18.0
31.0,9.0,8.0
21.0,,
30.0,33.0,33.0
,6.0,5.0
3.0,,
25.0,16.0,13.0
,,
5.0,,
12.0,11.0,10.0
15.0,16.0,14.0
0.0,0.0,0.0
14.0,21.0,19.0
4.0,10.0,10.0
9.0,,
22.0,29.0,27.0
6.0,5.0,5.0
10.0,6.0,
31.0,8.0,
14.0,10.0,7.0
760.0,10918.0,10877.0
,,
11.0,61.0,
8.0,,
23.0,2216.0,2208.0
192.0,3566.0,3539.0
,110.0,106.0
810.0,35008.0,34907.0
71.0,2733.0,2713.0
22.0,62.0,58.0
58.0,832.0,820.0
14.0,68.0,
,,
,,
41.0,766.0,758.0
7.0,,
30.0,,
27.0,149.0,
47.0,856.0,846.0
,63.0,
,33.0,
13.0,188.0,
,99.0,98.0
31.0,,
30.0,1114.0,1103.0
26.0,203.0,195.0
,653.0,647.0
56.0,719.0,705.0
1691.0,52177.0,51871.0
,,
32.0,,56.0
64.0,177.0,169.0
203.0,,
849.0,,
127.0,241.0,217.0
6987.0,51406.0,50597.0
320.0,813.0,773.0
143.0,272.0,254.0
231.0,577.0,
99.0,607.0,601.0
35.0,92.0,
,,
281.0,502.0,471.0
,,
162.0,396.0,382.0
102.0,,
203.0,358.0,339.0
45.0,135.0,129.0
60.0,199.0,191.0
46.0,45.0,
,,68.0
101.0,467.0,454.0
114.0,616.0,607.0
96.0,180.0,
128.0,351.0,341.0
144.0,273.0,244.0
11213.0,60190.0,58929.0
,,
52.0,94.0,78.0
98.0,692.0,675.0
256.0,747.0,716.0
1175.0,3972.0,3766.0
195.0,454.0,405.0
8963.0,95310.0,94199.0
457.0,1632.0,1542.0
216.0,1494.0,1451.0
343.0,1474.0,1391.0
149.0,1060.0,1029.0
59.0,163.0,
34.0,340.0,
411.0,947.0,869.0
44.0,76.0,
249.0,676.0,638.0
159.0,403.0,359.0
287.0,791.0,736.0
63.0,184.0,170.0
92.0,300.0,279.0
73.0,105.0,79.0
100.0,207.0,172.0
165.0,670.0,612.0
173.0,865.0,840.0
136.0,363.0,
195.0,752.0,712.0
208.0,444.0,388.0
14999.0,114993.0,112737.0
,,
28.0,328.0,318.0
46.0,1410.0,1402.0
51.0,282.0,258.0
286.0,6269.0,6175.0
100.0,2059.0,2036.0
394.0,14071.0,13960.0
99.0,799.0,757.0
105.0,2489.0,2443.0
69.0,2115.0,2091.0
40.0,2763.0,2756.0
24.0,177.0,167.0
16.0,91.0,82.0
64.0,1101.0,1077.0
22.0,922.0,917.0
49.0,2494.0,2481.0
63.0,1239.0,1218.0
97.0,3043.0,3013.0
41.0,1269.0,1256.0
33.0,1671.0,1656.0
19.0,258.0,250.0
31.0,785.0,769.0
92.0,3283.0,3263.0
74.0,3125.0,3100.0
31.0,241.0,230.0
67.0,1903.0,1890.0
69.0,407.0,383.0
2046.0,54669.0,54020.0
,,
198.0,1522.0,1398.0
272.0,1088.0,907.0
425.0,2273.0,2010.0
1775.0,12215.0,11089.0
709.0,3838.0,3344.0
3692.0,41737.0,40731.0
922.0,6899.0,6409.0
689.0,3527.0,3104.0
547.0,3896.0,3628.0
319.0,2107.0,1897.0
195.0,896.0,771.0
185.0,752.0,615.0
675.0,4358.0,3989.0
136.0,949.0,866.0
453.0,3003.0,2803.0
543.0,2658.0,2238.0
486.0,2954.0,2709.0
170.0,752.0,637.0
228.0,1343.0,1214.0
231.0,905.0,737.0
218.0,1525.0,1387.0
586.0,2517.0,2116.0
413.0,2480.0,2225.0
315.0,1772.0,1592.0
491.0,2826.0,2516.0
406.0,2727.0,2508.0
15370.0,112118.0,103997.0
,,
38.0,236.0,219.0
32.0,112.0,93.0
65.0,100.0,62.0
226.0,3267.0,3144.0
72.0,682.0,638.0
449.0,9800.0,9631.0
175.0,9001.0,8910.0
65.0,211.0,168.0
92.0,,
59.0,137.0,98.0
43.0,157.0,126.0
23.0,,
87.0,3189.0,3144.0
20.0,64.0,52.0
59.0,413.0,385.0
73.0,1250.0,
108.0,939.0,876.0
73.0,301.0,262.0
44.0,723.0,700.0
29.0,391.0,
33.0,,
64.0,353.0,316.0
52.0,496.0,
52.0,1324.0,
73.0,1499.0,1455.0
83.0,464.0,422.0
2267.0,40089.0,38913.0
,,
,,
6.0,8.0,
14.0,22.0,
31.0,169.0,152.0
35.0,238.0,224.0
92.0,4140.0,4103.0
16.0,79.0,72.0
10.0,22.0,16.0
20.0,210.0,201.0
7.0,22.0,
,,0.0
,,
24.0,61.0,49.0
4.0,18.0,
32.0,3754.0,3744.0
10.0,22.0,15.0
14.0,,65.0
,,
,7.0,
7.0,6.0,
5.0,29.0,
11.0,28.0,18.0
9.0,49.0,45.0
,24.0,
15.0,36.0,26.0
12.0,68.0,62.0
412.0,9124.0,8922.0
,,
130.0,,567.0
144.0,369.0,245.0
298.0,1183.0,917.0
1874.0,10459.0,8774.0
348.0,1121.0,780.0
5439.0,59903.0,55509.0
1024.0,3198.0,2261.0
487.0,1287.0,837.0
517.0,1272.0,828.0
250.0,1098.0,883.0
150.0,,
68.0,,466.0
642.0,10942.0,
66.0,,
316.0,881.0,605.0
345.0,974.0,643.0
473.0,990.0,589.0
86.0,224.0,140.0
176.0,371.0,222.0
133.0,274.0,142.0
229.0,813.0,592.0
399.0,918.0,562.0
390.0,1230.0,
270.0,,
333.0,865.0,564.0
400.0,895.0,490.0
15430.0,102503.0,89219.0
,,
203.0,,2152.0
256.0,,1473.0
445.0,2951.0,2607.0
2513.0,22045.0,20118.0
573.0,4660.0,4242.0
7185.0,112696.0,107697.0
1419.0,14117.0,13002.0
691.0,4632.0,4096.0
745.0,10552.0,9994.0
380.0,3501.0,3228.0
226.0,,
131.0,,1162.0
894.0,17310.0,16684.0
113.0,,
465.0,4932.0,4595.0
535.0,4605.0,4207.0
665.0,4586.0,4093.0
191.0,2235.0,2116.0
254.0,1710.0,1527.0
234.0,2182.0,2011.0
341.0,2533.0,2268.0
615.0,4442.0,3997.0
522.0,3878.0,
383.0,,
509.0,4612.0,4234.0
559.0,4039.0,3568.0
21539.0,244796.0,229102.0
,,
,,
,0.0,0.0
7.0,,
37.0,,
8.0,6.0,
77.0,517.0,504.0
14.0,731.0,729.0
3.0,,0.0
13.0,,
3.0,8.0,
5.0,4.0,
,,
7.0,,
,,
4.0,,
,,
7.0,20.0,17.0
,,0.0
4.0,,
0.0,0.0,0.0
,,0.0
,0.0,0.0
4.0,,
3.0,,
4.0,,
6.0,3.0,
247.0,16569.0,16519.0
,,
87.0,207.0,173.0
86.0,164.0,141.0
236.0,853.0,799.0
1256.0,9277.0,8971.0
186.0,469.0,401.0
6995.0,91675.0,90583.0
577.0,2948.0,2761.0
221.0,659.0,570.0
553.0,1589.0,1452.0
102.0,305.0,275.0
103.0,237.0,195.0
56.0,163.0,141.0
430.0,2587.0,2474.0
51.0,78.0,58.0
243.0,802.0,738.0
158.0,462.0,401.0
370.0,707.0,608.0
44.0,113.0,95.0
85.0,106.0,80.0
79.0,285.0,260.0
108.0,280.0,232.0
183.0,442.0,377.0
258.0,1163.0,1085.0
175.0,429.0,390.0
234.0,659.0,566.0
464.0,1054.0,931.0
13912.0,119087.0,116050.0
,,
,,
,164.0,141.0
243.0,,
1293.0,,
194.0,475.0,
7072.0,92192.0,91087.0
591.0,3679.0,3490.0
224.0,,570.0
566.0,,
105.0,313.0,
108.0,241.0,
,,
437.0,,
,,
247.0,,
,,
377.0,727.0,625.0
,,95.0
89.0,,
79.0,285.0,260.0
,,232.0
,442.0,377.0
262.0,,
178.0,,
238.0,,
470.0,1057.0,
14159.0,135656.0,132569.0
,,
6.0,8.0,
5.0,3.0,
13.0,11.0,7.0
63.0,,
9.0,20.0,
360.0,10013.0,9930.0
30.0,109.0,94.0
16.0,63.0,
22.0,38.0,27.0
12.0,48.0,43.0
7.0,9.0,6.0
,,0.0
15.0,13.0,10.0
,,0.0
14.0,29.0,22.0
10.0,10.0,5.0
11.0,,
,,0.0
,5.0,
,0.0,0.0
8.0,8.0,6.0
9.0,12.0,10.0
14.0,81.0,78.0
9.0,,
12.0,16.0,8.0
19.0,21.0,15.0
708.0,10952.0,10731.0
,,
95.0,186.0,146.0
97.0,159.0,128.0
272.0,882.0,806.0
1442.0,8400.0,7970.0
237.0,601.0,503.0
8863.0,94063.0,92063.0
787.0,2852.0,2573.0
295.0,902.0,771.0
630.0,1157.0,965.0
135.0,661.0,609.0
106.0,234.0,
65.0,,
456.0,2502.0,2372.0
47.0,,
259.0,845.0,764.0
201.0,451.0,365.0
442.0,1072.0,927.0
46.0,92.0,71.0
98.0,161.0,130.0
89.0,313.0,284.0
136.0,382.0,324.0
216.0,534.0,449.0
296.0,1416.0,1323.0
197.0,,
256.0,665.0,561.0
652.0,1962.0,1761.0
17075.0,122763.0,118075.0
,,
,,0.0
5.0,9.0,8.0
3.0,,
28.0,,
5.0,18.0,
322.0,14304.0,14284.0
15.0,,
5.0,,
6.0,21.0,
4.0,14.0,
,,
,,
11.0,42.0,38.0
,,0.0
10.0,20.0,15.0
,,
5.0,121.0,121.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
,,0.0
5.0,21.0,
4.0,19.0,
4.0,,
7.0,76.0,74.0
4.0,6.0,
473.0,15904.0,15824.0
,,
0.0,0.0,0.0
,,
,,
16.0,16.0,10.0
,,
35.0,149.0,129.0
3.0,3.0,0.0
3.0,3.0,0.0
9.0,20.0,
4.0,4.0,0.0
,,0.0
0.0,0.0,0.0
4.0,5.0,
0.0,0.0,0.0
4.0,,
,,
3.0,,
0.0,0.0,0.0
,,0.0
4.0,3.0,
,,
5.0,,
,,0.0
4.0,5.0,
,,0.0
3.0,,0.0
118.0,284.0,218.0
,,
182.0,543.0,404.0
234.0,865.0,703.0
343.0,781.0,503.0
1670.0,4427.0,3056.0
450.0,1337.0,993.0
8182.0,24580.0,16973.0
863.0,2000.0,1264.0
424.0,1071.0,754.0
879.0,2715.0,1985.0
241.0,992.0,819.0
274.0,671.0,452.0
92.0,,
620.0,2135.0,1631.0
107.0,,
532.0,1518.0,1085.0
344.0,798.0,498.0
967.0,2445.0,1612.0
232.0,1282.0,1160.0
179.0,,359.0
186.0,399.0,250.0
183.0,487.0,
376.0,1442.0,1194.0
264.0,964.0,740.0
279.0,,
404.0,1857.0,1589.0
406.0,743.0,394.0
19101.0,56334.0,40007.0
,,
52.0,73.0,31.0
43.0,62.0,
133.0,226.0,
425.0,744.0,385.0
105.0,143.0,
520.0,1228.0,838.0
178.0,356.0,
178.0,254.0,94.0
170.0,,
