active_enterprise,persons_engaged,employees
258.0,926.0,783.0
58.0,131.0,90.0
34.0,131.0,112.0
41.0,152.0,122.0
17.0,40.0,30.0
11.0,26.0,19.0
10.0,18.0,
32.0,121.0,101.0
4.0,13.0,
20.0,48.0,34.0
25.0,,
42.0,94.0,64.0
9.0,10.0,
12.0,30.0,23.0
8.0,11.0,4.0
10.0,13.0,6.0
29.0,111.0,87.0
24.0,126.0,112.0
12.0,120.0,113.0
38.0,58.0,26.0
29.0,76.0,58.0
941.0,3384.0,2792.0
20.0,29.0,28.0
,,0.0
4.0,4.0,0.0
16.0,17.0,4.0
76.0,151.0,91.0
22.0,24.0,
314.0,611.0,346.0
75.0,137.0,70.0
25.0,25.0,3.0
22.0,23.0,4.0
7.0,7.0,0.0
8.0,8.0,0.0
4.0,4.0,
21.0,26.0,10.0
,4.0,0.0
14.0,14.0,
9.0,,
19.0,20.0,7.0
8.0,12.0,7.0
5.0,5.0,0.0
,,
8.0,8.0,0.0
7.0,9.0,
13.0,34.0,
7.0,,
11.0,14.0,7.0
21.0,22.0,
749.0,1224.0,591.0
27.0,27.0,8.0
5.0,35.0,
7.0,12.0,6.0
20.0,95.0,
35.0,,
12.0,206.0,201.0
55.0,,
13.0,160.0,156.0
6.0,9.0,7.0
23.0,235.0,226.0
5.0,12.0,11.0
8.0,26.0,23.0
0.0,0.0,0.0
4.0,,
5.0,8.0,7.0
7.0,35.0,33.0
,,0.0
10.0,,
,,
4.0,,
4.0,9.0,6.0
3.0,9.0,
5.0,6.0,
7.0,23.0,21.0
6.0,,
6.0,66.0,65.0
13.0,40.0,37.0
276.0,3605.0,3490.0
9.0,12.0,11.0
225.0,806.0,641.0
291.0,1127.0,923.0
457.0,2332.0,2009.0
2199.0,7067.0,5372.0
563.0,1851.0,1434.0
10905.0,58913.0,49712.0
1128.0,3319.0,2425.0
564.0,1589.0,1168.0
1096.0,3518.0,2644.0
309.0,1529.0,1318.0
357.0,1014.0,742.0
123.0,361.0,266.0
867.0,3361.0,2685.0
151.0,666.0,553.0
710.0,2287.0,1756.0
459.0,1349.0,968.0
1219.0,3638.0,2636.0
284.0,1730.0,1582.0
222.0,660.0,503.0
226.0,575.0,396.0
242.0,634.0,437.0
465.0,1991.0,1701.0
385.0,1530.0,1222.0
338.0,1780.0,1512.0
538.0,2571.0,2235.0
548.0,1261.0,823.0
25121.0,108242.0,88290.0
250.0,783.0,627.0
6.0,26.0,
,,
24.0,53.0,43.0
71.0,320.0,290.0
18.0,64.0,54.0
288.0,1619.0,1542.0
38.0,157.0,142.0
59.0,217.0,190.0
22.0,51.0,45.0
12.0,34.0,30.0
5.0,5.0,
5.0,5.0,
16.0,48.0,
,,
13.0,47.0,44.0
13.0,30.0,26.0
30.0,161.0,149.0
,,
,,
7.0,9.0,
8.0,33.0,31.0
17.0,52.0,46.0
16.0,33.0,26.0
8.0,13.0,
12.0,26.0,
17.0,53.0,47.0
742.0,3134.0,2881.0
25.0,37.0,32.0
10.0,30.0,24.0
5.0,9.0,7.0
50.0,277.0,255.0
121.0,434.0,379.0
35.0,96.0,80.0
510.0,3162.0,2976.0
77.0,351.0,315.0
90.0,312.0,274.0
39.0,85.0,69.0
19.0,42.0,35.0
9.0,11.0,5.0
10.0,28.0,25.0
27.0,85.0,74.0
6.0,16.0,14.0
24.0,69.0,
26.0,65.0,56.0
41.0,230.0,213.0
4.0,11.0,
6.0,16.0,14.0
12.0,26.0,20.0
18.0,64.0,60.0
25.0,71.0,62.0
27.0,47.0,35.0
15.0,20.0,11.0
16.0,33.0,26.0
31.0,79.0,66.0
1289.0,5724.0,5209.0
36.0,55.0,44.0
20.0,59.0,46.0
32.0,98.0,71.0
33.0,91.0,63.0
171.0,667.0,539.0
24.0,98.0,83.0
104.0,1356.0,1286.0
86.0,359.0,293.0
54.0,165.0,126.0
62.0,387.0,
32.0,118.0,92.0
37.0,111.0,88.0
13.0,44.0,36.0
72.0,253.0,
17.0,65.0,49.0
19.0,37.0,21.0
61.0,170.0,112.0
62.0,531.0,487.0
16.0,57.0,45.0
26.0,100.0,79.0
26.0,99.0,80.0
25.0,81.0,56.0
97.0,373.0,301.0
34.0,102.0,74.0
38.0,70.0,43.0
58.0,156.0,108.0
33.0,148.0,127.0
1269.0,5825.0,4867.0
17.0,30.0,21.0
20.0,59.0,46.0
32.0,98.0,71.0
33.0,91.0,63.0
171.0,667.0,539.0
24.0,98.0,83.0
104.0,1356.0,1286.0
86.0,359.0,293.0
54.0,165.0,126.0
62.0,387.0,
32.0,118.0,92.0
37.0,111.0,88.0
13.0,44.0,36.0
72.0,253.0,
17.0,65.0,49.0
19.0,37.0,21.0
61.0,170.0,112.0
62.0,531.0,487.0
16.0,57.0,45.0
26.0,100.0,79.0
26.0,99.0,80.0
25.0,81.0,56.0
97.0,373.0,301.0
34.0,102.0,74.0
38.0,70.0,43.0
58.0,156.0,108.0
33.0,148.0,127.0
1269.0,5825.0,4867.0
17.0,30.0,21.0
14.0,115.0,111.0
11.0,43.0,36.0
54.0,1337.0,1323.0
209.0,1388.0,1305.0
32.0,136.0,121.0
996.0,13250.0,13089.0
73.0,312.0,282.0
21.0,,
63.0,182.0,150.0
26.0,352.0,344.0
,164.0,156.0
12.0,21.0,19.0
68.0,512.0,484.0
,,
58.0,286.0,270.0
29.0,237.0,222.0
75.0,752.0,727.0
13.0,162.0,159.0
,,
7.0,28.0,25.0
16.0,,
,,
37.0,289.0,275.0
20.0,,
52.0,315.0,300.0
42.0,197.0,180.0
2048.0,20777.0,20223.0
57.0,276.0,267.0
17.0,126.0,124.0
36.0,316.0,312.0
23.0,260.0,251.0
117.0,994.0,973.0
36.0,249.0,236.0
239.0,4097.0,4042.0
66.0,961.0,944.0
31.0,269.0,260.0
51.0,,
21.0,69.0,63.0
20.0,,
14.0,,
49.0,348.0,329.0
14.0,,
34.0,270.0,261.0
56.0,293.0,277.0
57.0,,
25.0,288.0,286.0
26.0,222.0,218.0
16.0,27.0,23.0
12.0,,
47.0,382.0,370.0
20.0,94.0,86.0
15.0,40.0,39.0
29.0,180.0,172.0
25.0,131.0,125.0
1120.0,10844.0,10569.0
24.0,60.0,58.0
0.0,0.0,0.0
0.0,0.0,0.0
7.0,43.0,42.0
40.0,122.0,106.0
,,
55.0,370.0,361.0
,,
,62.0,46.0
,,
,,0.0
,,
0.0,0.0,0.0
,,
,,0.0
,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
,4.0,
0.0,0.0,0.0
,,
3.0,8.0,7.0
15.0,22.0,21.0
19.0,86.0,82.0
242.0,973.0,896.0
5.0,29.0,
185.0,1079.0,1024.0
213.0,1438.0,1369.0
302.0,1316.0,1202.0
1426.0,14930.0,14536.0
389.0,1733.0,1591.0
4765.0,56655.0,55872.0
617.0,5098.0,4885.0
325.0,3650.0,3515.0
654.0,4225.0,4051.0
284.0,1233.0,1142.0
197.0,1142.0,1078.0
88.0,277.0,239.0
511.0,4330.0,4160.0
89.0,444.0,411.0
436.0,3460.0,3349.0
318.0,2035.0,1892.0
548.0,3772.0,3617.0
241.0,1390.0,1308.0
217.0,1018.0,921.0
166.0,985.0,915.0
143.0,613.0,546.0
478.0,2505.0,2323.0
318.0,1304.0,1187.0
272.0,1242.0,1149.0
449.0,2345.0,2192.0
395.0,2228.0,2097.0
14543.0,122837.0,118918.0
517.0,2390.0,2347.0
143.0,510.0,410.0
227.0,893.0,739.0
239.0,605.0,440.0
1078.0,4782.0,4123.0
430.0,1284.0,987.0
1984.0,11633.0,10725.0
574.0,1763.0,1380.0
366.0,1327.0,1069.0
462.0,1839.0,1553.0
219.0,753.0,614.0
162.0,643.0,535.0
82.0,159.0,99.0
376.0,1465.0,1252.0
135.0,366.0,276.0
279.0,1011.0,875.0
319.0,1197.0,964.0
413.0,1303.0,1059.0
219.0,874.0,740.0
170.0,484.0,370.0
160.0,438.0,311.0
142.0,556.0,454.0
449.0,1432.0,1138.0
226.0,947.0,810.0
251.0,1080.0,937.0
434.0,1483.0,1216.0
268.0,716.0,540.0
9876.0,40015.0,34060.0
69.0,472.0,444.0
621.0,3675.0,3379.0
883.0,4823.0,4360.0
1256.0,5690.0,4979.0
5227.0,42111.0,39677.0
1745.0,9259.0,8311.0
13107.0,188490.0,184562.0
2590.0,17868.0,16623.0
1657.0,11401.0,10465.0
2082.0,17138.0,16250.0
952.0,4762.0,4308.0
712.0,4631.0,4268.0
373.0,1283.0,1049.0
1863.0,11381.0,10548.0
470.0,1876.0,1611.0
1438.0,9085.0,8525.0
1488.0,10030.0,9160.0
1827.0,13049.0,12198.0
845.0,4372.0,3948.0
743.0,3757.0,3363.0
697.0,3474.0,3052.0
620.0,3293.0,2938.0
1841.0,8835.0,7863.0
1130.0,6631.0,6063.0
1047.0,5535.0,5020.0
1707.0,9562.0,8685.0
1392.0,6787.0,6108.0
49253.0,413595.0,391970.0
940.0,4797.0,4657.0
21.0,75.0,64.0
33.0,104.0,84.0
37.0,82.0,61.0
166.0,633.0,535.0
66.0,124.0,74.0
224.0,941.0,804.0
93.0,550.0,498.0
58.0,84.0,38.0
64.0,220.0,178.0
43.0,154.0,126.0
39.0,407.0,385.0
27.0,61.0,45.0
38.0,123.0,101.0
23.0,367.0,356.0
52.0,251.0,212.0
35.0,90.0,67.0
81.0,347.0,300.0
42.0,580.0,556.0
50.0,214.0,179.0
17.0,,189.0
27.0,68.0,50.0
43.0,,282.0
41.0,328.0,302.0
46.0,231.0,203.0
71.0,,285.0
69.0,420.0,378.0
1534.0,7307.0,6358.0
28.0,30.0,6.0
24.0,524.0,513.0
69.0,1590.0,1553.0
256.0,2947.0,2762.0
421.0,7426.0,7190.0
341.0,3324.0,3100.0
746.0,24819.0,24557.0
402.0,5436.0,5195.0
581.0,6144.0,5745.0
84.0,3265.0,3224.0
80.0,1215.0,1157.0
22.0,140.0,130.0
43.0,461.0,434.0
110.0,2823.0,2767.0
13.0,113.0,104.0
76.0,1122.0,1085.0
204.0,2939.0,2787.0
91.0,1712.0,1664.0
48.0,766.0,745.0
38.0,601.0,578.0
36.0,920.0,900.0
74.0,665.0,622.0
73.0,1190.0,1146.0
72.0,1114.0,1081.0
59.0,1410.0,1377.0
146.0,4264.0,4176.0
126.0,1580.0,1512.0
4361.0,78686.0,76168.0
126.0,176.0,64.0
228.0,2560.0,2444.0
349.0,2891.0,2675.0
711.0,5931.0,5484.0
2322.0,24697.0,23412.0
1089.0,8659.0,7953.0
4849.0,91786.0,90489.0
1403.0,15183.0,14452.0
1282.0,10866.0,10074.0
687.0,9940.0,9644.0
400.0,4002.0,3765.0
236.0,1313.0,1180.0
229.0,1448.0,1287.0
847.0,9116.0,8701.0
173.0,1657.0,1562.0
573.0,5186.0,4969.0
779.0,6466.0,5912.0
648.0,5982.0,5679.0
229.0,1640.0,1512.0
282.0,2646.0,2508.0
274.0,2050.0,1871.0
329.0,2736.0,2538.0
709.0,4577.0,4153.0
506.0,4328.0,4080.0
392.0,3788.0,3589.0
682.0,8328.0,7957.0
557.0,5015.0,4757.0
20941.0,243192.0,232909.0
176.0,401.0,262.0
63.0,176.0,
68.0,230.0,189.0
140.0,564.0,469.0
754.0,3017.0,2552.0
172.0,486.0,356.0
2606.0,24996.0,23568.0
372.0,934.0,685.0
221.0,2897.0,
352.0,740.0,494.0
129.0,646.0,560.0
58.0,148.0,114.0
33.0,78.0,
278.0,1012.0,826.0
43.0,109.0,78.0
217.0,580.0,448.0
149.0,319.0,203.0
305.0,676.0,470.0
59.0,161.0,125.0
89.0,265.0,205.0
68.0,187.0,138.0
81.0,238.0,173.0
185.0,521.0,379.0
141.0,421.0,319.0
131.0,358.0,268.0
177.0,500.0,363.0
258.0,462.0,286.0
7205.0,40799.0,36250.0
56.0,78.0,50.0
17.0,32.0,23.0
,421.0,411.0
,548.0,523.0
287.0,,
60.0,222.0,198.0
1750.0,33364.0,33102.0
123.0,,
73.0,,
110.0,822.0,783.0
39.0,337.0,320.0
,132.0,115.0
15.0,66.0,59.0
114.0,390.0,350.0
19.0,50.0,39.0
87.0,322.0,298.0
60.0,292.0,263.0
83.0,,
,54.0,49.0
30.0,93.0,82.0
,64.0,47.0
43.0,130.0,109.0
,,
47.0,135.0,125.0
38.0,,
63.0,299.0,270.0
,,
3457.0,43665.0,42794.0
107.0,177.0,173.0
,,
0.0,0.0,0.0
,,
15.0,4310.0,4310.0
3.0,,
35.0,2480.0,2474.0
,,
4.0,,
,,
,,
,,0.0
0.0,0.0,0.0
3.0,3.0,3.0
,,
3.0,435.0,435.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
,,
3.0,,
,,0.0
5.0,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
94.0,8772.0,8756.0
8.0,36.0,35.0
,,
,,
23.0,2498.0,
148.0,4697.0,4675.0
24.0,298.0,295.0
812.0,37263.0,37169.0
60.0,2554.0,2545.0
23.0,,
60.0,1437.0,1425.0
13.0,,
11.0,,
,,
45.0,1506.0,1501.0
5.0,,
45.0,288.0,278.0
25.0,,
46.0,732.0,724.0
,,
10.0,,
,,
10.0,,86.0
31.0,109.0,98.0
26.0,1480.0,
16.0,,
32.0,730.0,721.0
56.0,1138.0,1122.0
1621.0,57614.0,57368.0
63.0,436.0,434.0
3.0,,
6.0,6.0,5.0
6.0,7.0,7.0
81.0,815.0,812.0
6.0,7.0,7.0
366.0,4962.0,4958.0
21.0,30.0,30.0
14.0,25.0,25.0
27.0,65.0,63.0
9.0,15.0,14.0
4.0,5.0,5.0
0.0,0.0,0.0
23.0,216.0,216.0
0.0,0.0,0.0
12.0,275.0,273.0
9.0,10.0,10.0
21.0,87.0,86.0
4.0,4.0,4.0
,,
,,
5.0,18.0,18.0
12.0,14.0,14.0
15.0,78.0,78.0
11.0,11.0,11.0
6.0,6.0,6.0
13.0,30.0,29.0
702.0,6889.0,6874.0
20.0,128.0,128.0
116.0,206.0,168.0
90.0,203.0,174.0
264.0,603.0,521.0
1824.0,8299.0,7930.0
219.0,472.0,397.0
7336.0,41264.0,39511.0
617.0,1851.0,1629.0
304.0,499.0,378.0
700.0,1520.0,1324.0
214.0,824.0,775.0
129.0,190.0,144.0
60.0,102.0,80.0
441.0,1165.0,1059.0
48.0,56.0,37.0
296.0,730.0,646.0
219.0,355.0,275.0
468.0,876.0,721.0
103.0,226.0,206.0
95.0,213.0,179.0
103.0,183.0,137.0
122.0,207.0,167.0
264.0,502.0,422.0
250.0,583.0,511.0
188.0,741.0,697.0
297.0,606.0,507.0
514.0,806.0,623.0
15589.0,63979.0,59872.0
308.0,697.0,654.0
206.0,1371.0,1250.0
232.0,808.0,657.0
898.0,4733.0,4402.0
1960.0,17483.0,16392.0
515.0,2188.0,1849.0
8006.0,113076.0,110734.0
975.0,7055.0,6454.0
667.0,1900.0,1474.0
819.0,6285.0,5833.0
313.0,1381.0,1188.0
230.0,1055.0,919.0
148.0,254.0,143.0
712.0,4275.0,3934.0
152.0,841.0,738.0
488.0,2993.0,2740.0
503.0,1848.0,1500.0
729.0,2932.0,2534.0
210.0,846.0,719.0
214.0,1031.0,903.0
243.0,1090.0,929.0
227.0,835.0,684.0
637.0,3228.0,2828.0
367.0,3162.0,2937.0
294.0,1156.0,970.0
591.0,2760.0,2364.0
749.0,2986.0,2495.0
21516.0,189255.0,179172.0
431.0,1683.0,1602.0
16.0,,
,,
33.0,41.0,
169.0,787.0,696.0
,,
1015.0,5400.0,5065.0
77.0,145.0,92.0
,,
83.0,157.0,117.0
,,
,28.0,22.0
6.0,6.0,4.0
52.0,100.0,76.0
5.0,,
43.0,71.0,45.0
26.0,42.0,29.0
54.0,96.0,62.0
12.0,15.0,9.0
,,
,,
10.0,19.0,
28.0,51.0,
,123.0,111.0
40.0,102.0,
32.0,67.0,
68.0,111.0,82.0
2022.0,7689.0,6846.0
66.0,116.0,104.0
,20.0,10.0
22.0,24.0,13.0
36.0,44.0,18.0
200.0,918.0,815.0
31.0,71.0,50.0
1128.0,7135.0,6774.0
84.0,155.0,98.0
43.0,48.0,21.0
88.0,,123.0
29.0,32.0,20.0
,28.0,22.0
6.0,6.0,4.0
58.0,,
,9.0,6.0
48.0,,
29.0,,29.0
61.0,108.0,71.0
15.0,18.0,12.0
13.0,23.0,17.0
11.0,17.0,14.0
14.0,23.0,
31.0,58.0,41.0
36.0,,
43.0,106.0,92.0
35.0,70.0,55.0
79.0,128.0,95.0
2254.0,9728.0,8808.0
79.0,131.0,117.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,19.0,18.0
9.0,12.0,8.0
,,
66.0,9917.0,9911.0
3.0,,
3.0,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
,,
,,
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
,,
,,
0.0,0.0,0.0
5.0,5.0,4.0
0.0,0.0,0.0
118.0,10075.0,10057.0
5.0,37.0,37.0
110.0,452.0,425.0
124.0,494.0,456.0
260.0,551.0,462.0
1956.0,6745.0,6384.0
215.0,500.0,
2754.0,18507.0,17666.0
405.0,1278.0,1129.0
286.0,1076.0,974.0
453.0,1957.0,1837.0
,,
100.0,,
54.0,83.0,
414.0,2233.0,2108.0
,161.0,147.0
208.0,591.0,536.0
236.0,696.0,
341.0,826.0,692.0
94.0,281.0,251.0
99.0,205.0,161.0
75.0,140.0,113.0
103.0,,
304.0,583.0,492.0
232.0,517.0,435.0
135.0,,
260.0,701.0,598.0
326.0,751.0,620.0
9988.0,41820.0,38805.0
184.0,302.0,265.0
117.0,549.0,520.0
127.0,501.0,463.0
274.0,621.0,530.0
2023.0,7227.0,6845.0
223.0,527.0,437.0
2865.0,20447.0,19589.0
430.0,1912.0,1753.0
300.0,1098.0,992.0
468.0,2138.0,2015.0
212.0,864.0,799.0
104.0,415.0,373.0
58.0,97.0,64.0
439.0,2389.0,2256.0
54.0,169.0,154.0
220.0,668.0,610.0
245.0,762.0,660.0
361.0,919.0,779.0
100.0,301.0,270.0
109.0,301.0,255.0
80.0,148.0,119.0
110.0,856.0,800.0
320.0,739.0,642.0
250.0,1804.0,1717.0
143.0,553.0,510.0
267.0,712.0,607.0
337.0,784.0,649.0
10435.0,47830.0,44700.0
199.0,329.0,292.0
148.0,395.0,267.0
129.0,295.0,197.0
340.0,708.0,436.0
1547.0,4013.0,2790.0
476.0,1348.0,997.0
5011.0,18773.0,14938.0
838.0,1890.0,1247.0
505.0,1327.0,942.0
599.0,1868.0,1421.0
255.0,737.0,536.0
125.0,283.0,183.0
115.0,133.0,40.0
489.0,1519.0,1174.0
75.0,138.0,77.0
308.0,3535.0,3327.0
299.0,630.0,398.0
523.0,1284.0,877.0
114.0,186.0,98.0
164.0,263.0,137.0
135.0,316.0,220.0
197.0,404.0,249.0
347.0,773.0,513.0
293.0,684.0,452.0
239.0,590.0,410.0
407.0,973.0,654.0
528.0,968.0,552.0
14382.0,44302.0,33265.0
176.0,269.0,133.0
80.0,517.0,469.0
96.0,719.0,661.0
130.0,1031.0,963.0
592.0,3356.0,3009.0
151.0,702.0,602.0
489.0,3693.0,3503.0
202.0,1538.0,1426.0
130.0,326.0,230.0
166.0,577.0,485.0
120.0,565.0,485.0
101.0,428.0,368.0
34.0,162.0,140.0
198.0,1847.0,1761.0
42.0,120.0,98.0
116.0,1107.0,1061.0
117.0,674.0,591.0
182.0,980.0,898.0
109.0,694.0,633.0
69.0,569.0,529.0
60.0,230.0,189.0
64.0,363.0,325.0
171.0,787.0,686.0
117.0,1701.0,1649.0
77.0,368.0,330.0
168.0,1053.0,956.0
91.0,255.0,202.0
3954.0,24485.0,22332.0
82.0,123.0,83.0
4152.0,20043.0,17570.0
5510.0,24506.0,21158.0
9694.0,41183.0,35354.0
42176.0,237677.0,214150.0
12128.0,48732.0,40813.0
136809.0,1105834.0,1037599.0
21200.0,108258.0,95320.0
12352.0,54832.0,46873.0
16757.0,86134.0,76326.0
6447.0,30082.0,26243.0
4781.0,18803.0,15782.0
2667.0,8908.0,7089.0
13505.0,77004.0,69585.0
2755.0,11850.0,10068.0
9692.0,49889.0,44660.0
9944.0,46092.0,39389.0
15393.0,64805.0,55342.0
4693.0,22824.0,20156.0
4879.0,20420.0,17394.0
4390.0,16650.0,13741.0
4730.0,18875.0,15663.0
11023.0,47165.0,40240.0
7946.0,43214.0,38481.0
6789.0,30133.0,26119.0
11329.0,51588.0,44631.0
11769.0,41872.0,34667.0
401359.0,2345457.0,2119531.0
7849.0,18084.0,15118.0
15.0,19.0,15.0
16.0,,
35.0,92.0,78.0
150.0,929.0,879.0
23.0,49.0,38.0
752.0,4456.0,4238.0
56.0,604.0,578.0
24.0,55.0,46.0
67.0,241.0,206.0
27.0,256.0,246.0
13.0,31.0,
12.0,20.0,
49.0,,
15.0,28.0,17.0
38.0,740.0,731.0
29.0,,
60.0,326.0,303.0
15.0,56.0,50.0
13.0,16.0,10.0
19.0,25.0,17.0
16.0,28.0,
50.0,71.0,44.0
22.0,26.0,
21.0,32.0,23.0
38.0,,
57.0,199.0,166.0
1703.0,9487.0,8891.0
71.0,311.0,309.0
3.0,4.0,
,,
18.0,24.0,21.0
56.0,73.0,68.0
12.0,41.0,41.0
376.0,671.0,655.0
31.0,41.0,38.0
16.0,20.0,16.0
20.0,23.0,18.0
6.0,7.0,7.0
6.0,19.0,18.0
3.0,9.0,9.0
23.0,77.0,77.0
,,
7.0,11.0,11.0
10.0,10.0,6.0
22.0,32.0,30.0
0.0,0.0,0.0
6.0,13.0,11.0
3.0,3.0,
0.0,0.0,0.0
6.0,7.0,5.0
4.0,6.0,5.0
7.0,8.0,6.0
15.0,52.0,50.0
8.0,13.0,12.0
676.0,1190.0,1134.0
14.0,15.0,15.0
,416.0,389.0
49.0,188.0,150.0
70.0,256.0,197.0
326.0,1547.0,1286.0
101.0,308.0,217.0
983.0,28922.0,28191.0
194.0,819.0,658.0
95.0,430.0,352.0
150.0,1103.0,988.0
52.0,364.0,316.0
,131.0,
30.0,33.0,
113.0,541.0,455.0
34.0,80.0,53.0
100.0,414.0,337.0
72.0,260.0,201.0
143.0,338.0,229.0
46.0,274.0,237.0
40.0,97.0,66.0
,214.0,181.0
37.0,183.0,152.0
107.0,416.0,324.0
60.0,278.0,228.0
51.0,268.0,224.0
88.0,300.0,232.0
106.0,246.0,158.0
3214.0,38577.0,36045.0
43.0,151.0,126.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
3.0,4.0,4.0
,,
,,
4.0,4.0,3.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
,,
,,
0.0,0.0,0.0
,,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
3.0,,
0.0,0.0,0.0
,,
24.0,388.0,383.0
0.0,0.0,0.0
,,
,,
7.0,10.0,8.0
45.0,129.0,120.0
9.0,9.0,7.0
159.0,2273.0,2229.0
25.0,,
17.0,28.0,21.0
16.0,,
6.0,6.0,5.0
,,
3.0,3.0,
17.0,37.0,31.0
,,
14.0,38.0,34.0
10.0,12.0,6.0
10.0,54.0,54.0
3.0,3.0,0.0
5.0,6.0,5.0
,,0.0
3.0,6.0,
6.0,18.0,
8.0,8.0,5.0
8.0,11.0,10.0
10.0,15.0,10.0
20.0,128.0,120.0
414.0,3969.0,3842.0
6.0,,
21.0,23.0,17.0
25.0,52.0,49.0
97.0,200.0,180.0
473.0,1602.0,1511.0
75.0,341.0,323.0
2913.0,27592.0,27178.0
217.0,724.0,663.0
89.0,496.0,464.0
253.0,473.0,434.0
41.0,88.0,77.0
37.0,100.0,88.0
24.0,,
143.0,876.0,841.0
14.0,20.0,15.0
84.0,151.0,123.0
65.0,93.0,68.0
174.0,300.0,
19.0,28.0,21.0
30.0,49.0,42.0
24.0,,
40.0,56.0,36.0
68.0,150.0,129.0
94.0,,
75.0,138.0,120.0
79.0,,
186.0,354.0,309.0
5479.0,34612.0,33571.0
119.0,327.0,316.0
,,
,,
,,
12.0,141.0,140.0
,,
49.0,1070.0,1067.0
,,
0.0,0.0,0.0
,,0.0
3.0,,
,,0.0
0.0,0.0,0.0
,,
,,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,4.0,
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
,,0.0
,,
0.0,0.0,0.0
,,
,,
89.0,1255.0,1244.0
3.0,4.0,4.0
18.0,,
23.0,,
54.0,,
408.0,2198.0,2075.0
65.0,264.0,237.0
1870.0,24043.0,23659.0
194.0,930.0,854.0
75.0,140.0,97.0
146.0,307.0,
34.0,,
30.0,,
15.0,,
131.0,1086.0,1036.0
12.0,,
82.0,254.0,231.0
49.0,57.0,32.0
95.0,421.0,391.0
13.0,20.0,16.0
24.0,,
29.0,,
36.0,53.0,
47.0,,
89.0,347.0,321.0
43.0,87.0,71.0
75.0,383.0,358.0
150.0,582.0,535.0
3979.0,32220.0,31128.0
172.0,269.0,252.0
62.0,142.0,124.0
71.0,132.0,111.0
186.0,490.0,444.0
1139.0,5312.0,5036.0
186.0,739.0,680.0
6263.0,68537.0,67490.0
518.0,1930.0,1752.0
220.0,749.0,650.0
508.0,1081.0,961.0
94.0,217.0,191.0
82.0,181.0,145.0
54.0,183.0,163.0
365.0,2296.0,2187.0
38.0,54.0,39.0
226.0,873.0,805.0
155.0,269.0,201.0
356.0,916.0,822.0
44.0,63.0,45.0
77.0,192.0,167.0
68.0,294.0,273.0
99.0,246.0,198.0
158.0,393.0,332.0
244.0,722.0,647.0
149.0,464.0,423.0
210.0,668.0,593.0
407.0,1053.0,938.0
12417.0,89174.0,86357.0
438.0,978.0,940.0
62.0,142.0,124.0
71.0,132.0,111.0
186.0,490.0,444.0
1139.0,5312.0,5036.0
186.0,739.0,680.0
6263.0,68537.0,67490.0
518.0,1930.0,1752.0
220.0,749.0,650.0
508.0,1081.0,961.0
94.0,217.0,191.0
82.0,181.0,145.0
54.0,183.0,163.0
365.0,2296.0,2187.0
38.0,54.0,39.0
226.0,873.0,805.0
155.0,269.0,201.0
356.0,916.0,822.0
44.0,63.0,45.0
77.0,192.0,167.0
68.0,294.0,273.0
99.0,246.0,198.0
158.0,393.0,332.0
244.0,722.0,647.0
149.0,464.0,423.0
210.0,668.0,593.0
407.0,1053.0,938.0
12417.0,89174.0,86357.0
438.0,978.0,940.0
902.0,2997.0,2409.0
1447.0,4202.0,3295.0
1888.0,3976.0,2657.0
7910.0,20635.0,15547.0
3164.0,6500.0,4259.0
24199.0,60629.0,43110.0
4369.0,10780.0,7844.0
2596.0,6310.0,4520.0
4056.0,10975.0,8253.0
1351.0,3746.0,2824.0
1141.0,2878.0,2095.0
609.0,1333.0,876.0
2165.0,7293.0,5960.0
645.0,1822.0,1384.0
1954.0,4912.0,3708.0
2324.0,6349.0,4694.0
4083.0,10880.0,8078.0
1190.0,3618.0,2887.0
1236.0,2723.0,1876.0
1078.0,2177.0,1403.0
876.0,1822.0,1163.0
2358.0,6184.0,4518.0
1310.0,4742.0,3874.0
1540.0,3769.0,2742.0
2800.0,7727.0,5926.0
2280.0,4908.0,3274.0
81043.0,206446.0,150762.0
1572.0,2559.0,1586.0
80.0,,
75.0,82.0,
218.0,268.0,65.0
984.0,1155.0,247.0
273.0,343.0,85.0
3576.0,5284.0,2111.0
578.0,624.0,97.0
269.0,363.0,115.0
313.0,323.0,34.0
150.0,176.0,40.0
77.0,,
81.0,82.0,
282.0,335.0,95.0
46.0,46.0,
164.0,221.0,73.0
163.0,173.0,
281.0,322.0,68.0
67.0,68.0,8.0
101.0,111.0,18.0
74.0,76.0,10.0
131.0,139.0,24.0
