"Statistic Label","Year","Employment Size","Activity","UNIT","VALUE"
"Preliminary Enterprise Deaths","2017","10 - 19","Construction (F)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Transportation and Storage (H)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Accommodation and Food Service Activities (I)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Information and Communication (J)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Financial and Insurance Activities (K)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Real Estate Activities (L)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Professional, Scientific and Technical Activities (M)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Administrative and Support Service Activities (N)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Education (P)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Human Health and Social Work Activities (Q)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Arts, Entertainment and Recreation (R)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Leather and Related Products (C15)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Wood and Wood Products, except Furniture (C16)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Coke and Refined Petroleum Products (C19)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Chemicals and Chemical Products (C20)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations (C21)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Rubber and Plastic Products (C22)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Other Non-Metallic Mineral Products (C23)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Computer, Electronic and Optical Products (C26)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Electrical Equipment (C27)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Manufacture of Machinery and Equipment n.e.c. (C28)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Repair and Installation of Machinery and Equipment (C33)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","WholeSale and Retail Trade and Repair of Motor Vehicles and Motorcycles (G45)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","WholeSale Trade, except of Motor Vehicles and Motorcycles (G46)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Trade, except of Motor Vehicles and Motorcycles (G47)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Land Transport and Transport Via Pipelines (H49)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Water Transport (H50)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Air Transport (H51)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Warehousing and Support Activities for Transportation (H52)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Postal and Courier Activities (H53)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Accommodation (I55)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Food and Beverage Service Activities (I56)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","ICT Total (C261 TO C264,C268,G465,J582,J61,J62,J631,S951)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Publishing Activities (J58)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Picture, Video and Television Programmes, Sound Recording and Music Publishing Activities (J59)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Programming and Broadcasting Activities (J60)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Telecommunications (J61)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Computer Programming, Consultancy and Related Activities (J62)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Information Service Activities (J63)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Financial Service Activities, except Insurance and Pension Funding (K64)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Insurance, Reinsurance and Pension Funding, except Compulsory Social Security (K65)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Activities Auxiliary to Financial Services and Insurance Activities (K66)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Real Estate Activities (L68)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Legal and Accounting Activities (M69)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Activities of Head Offices; Management Consultancy Activities (M70)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Architectural and Engineering Activities; Technical Testing and Analysis (M71)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Scientific Research and Development (M72)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Advertising and Market Research (M73)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Other Professional, Scientific and Technical Activities (M74)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Veterinary Activities (M75)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Rental and Leasing Activities (N77)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Employment Activities (N78)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Travel Agency, Tour Operator and Other Reservation Service and Related Activities (N79)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Security and Investigation Activities (N80)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Services to Buildings and Landscape Activities (N81)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Office Administrative, Office Support and Other Business Support Activities (N82)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Education (P85)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Human Health Activities (Q86)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Residential Care Activities (Q87)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Social Work Activities without Accommodation (Q88)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Creative, Arts and Entertainment Activities (R90)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Libraries, Archives, Museums and Other Cultural Activities (R90)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Gambling and Betting Activities (R92)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Sports Activities and Amusement and Recreation Activities (R93)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Repair of Computers and Personal and Household Goods (S95)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Other Personal Service Activities (S96)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale in Non-Specialised Stores (G471)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale of Food, Beverages and Tobacco in Specialised Stores (G472)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale of Automotive Fuel in Specialised Stores (G473)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale of Information and Communication Equipment in Specialised Stores (G474)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale of Other Goods in Specialised Stores (G477)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Sale via Stalls and Markets (G478)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Retail Trade not in Stores, Stalls or Markets (G479)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Computer Programming, Consultancy and Related Activities (J620)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Buying and Selling of Own Real Estate (L681)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Renting and Operating of Own or Leased Real Estate (L682)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Real Estate Activities on a Fee or Contract Basis (L683)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Legal Activities (M691)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Activities of Head Offices (M701)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Management Consultancy Activities (M702)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Technical Testing and Analysis (M712)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Research and Experimental Development on Social Sciences and Humanities (722)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Advertising (M731)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Market Research and Public Opinion Polling (M732)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Specialised Design Activities (M741)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Photographic Activities (M742)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Translation and Interpretation Activities (M743)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Veterinary Activities (M750)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Renting and Leasing of Motor Vehicles (N771)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Renting and Leasing of Personal and Household Goods (N772)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number",""
"Preliminary Enterprise Deaths","2017","10 - 19","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number",""
